MASHONALAND EAST PROVINCE :2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,FACILITY,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mudzi,Mudzi South  ,Mudzi RDC,18,Mavhurazi Primary School,4900MDZ1802,2,47,3,0,1,2,0,1,1,0,0,0,0,2,465,1,0,0,0,0,0,1,0,10,0,536,526
Mudzi,Mudzi South  ,Mudzi RDC,18,Mavhurazi Nyamatawa Turn Off Tent,4900MDZ1803,1,37,0,0,0,2,1,0,0,0,1,0,0,0,441,1,0,0,0,0,1,0,0,16,0,501,485
Mudzi,Mudzi South  ,Mudzi RDC,18,Nhunzvi Borehole Tent,4900MDZ1804,0,25,1,0,0,0,0,0,0,0,0,0,0,2,279,0,0,0,0,0,0,0,0,1,0,308,307
,,,,4 Polling Stations,WARD TOTAL,4,171,5,0,1,5,1,1,1,0,2,0,0,5,1642,4,0,0,1,0,2,1,1,36,0,"1,883","1,847"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mudzi South Constituency Total,,,42,"1,854",38,4,5,31,12,24,8,11,6,7,2,17,"17,728",31,6,4,18,16,9,6,10,416,1,"20,305","19,889"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi West  ,Mudzi RDC,4,Chimango Primary School,4900MDZ0401 A,0,31,0,0,0,0,0,2,1,0,0,0,0,0,558,0,0,0,0,1,0,1,0,5,0,599,594
Mudzi,Mudzi West  ,Mudzi RDC,4,Chimango Primary School,4900MDZ0401 B,1,34,0,0,0,0,0,2,0,0,1,0,1,0,577,1,1,0,0,0,1,0,0,7,0,626,619
Mudzi,Mudzi West  ,Mudzi RDC,4,Chisvo Primary School,4900MDZ0402,2,18,0,0,0,0,1,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,542,542
Mudzi,Mudzi West  ,Mudzi RDC,4,DDF Rest Camp,4900MDZ0403,0,11,1,0,0,0,0,0,0,1,0,0,0,1,463,1,0,0,0,0,0,0,0,2,0,480,478
Mudzi,Mudzi West  ,Mudzi RDC,4,Kasiyo Primary School,4900MDZ0404,0,9,0,0,0,2,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,1,6,0,332,326
Mudzi,Mudzi West  ,Mudzi RDC,4,Shinga Primary School,4900MDZ0405,0,21,0,0,0,2,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,407,407
Mudzi,Mudzi West  ,Mudzi RDC,4,Tsakare Primary School,4900MDZ0406,0,25,0,0,1,2,0,1,0,0,0,0,0,0,767,1,0,0,0,0,0,0,0,7,0,804,797
,,,,7 Polling Stations,WARD TOTAL,3,149,1,0,1,6,1,5,1,1,1,0,1,1,3584,3,1,0,0,1,1,1,1,27,0,"3,790","3,763"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi West  ,Mudzi RDC,5,Benson Mine Business Centre Tent,4900MDZ0501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,1,0,251,250
Mudzi,Mudzi West  ,Mudzi RDC,5,Chindoko Primary School,4900MDZ0502,1,9,1,0,0,0,0,0,0,1,0,0,0,0,266,0,0,0,0,0,0,0,0,1,0,279,278
Mudzi,Mudzi West  ,Mudzi RDC,5,Chipfuti Primary School,4900MDZ0503,0,23,0,0,0,0,0,0,0,0,0,0,0,0,431,1,0,1,0,0,0,0,0,4,0,460,456
Mudzi,Mudzi West  ,Mudzi RDC,5,Chiunye Primary School,4900MDZ0504,1,41,1,0,0,0,0,1,0,1,1,0,0,1,464,0,0,0,1,1,0,0,0,4,0,517,513
Mudzi,Mudzi West  ,Mudzi RDC,5,Kamusori Primary School,4900MDZ0505,0,34,0,0,1,0,2,0,0,1,0,0,0,1,494,1,1,1,0,0,0,1,0,5,0,542,537
Mudzi,Mudzi West  ,Mudzi RDC,5,Nyadire Bridge Tent,4900MDZ0506,0,6,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,312,312
Mudzi,Mudzi West  ,Mudzi RDC,5,Nyapfunde Primary School,4900MDZ0507,0,10,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,0,0,0,0,2,0,242,240
,,,,7 Polling Stations,WARD TOTAL,3,128,2,0,1,0,2,1,0,3,1,0,0,3,2434,2,1,2,1,1,0,1,0,17,0,"2,603","2,586"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi West  ,Mudzi RDC,6,Chingururu Business Centre Tent,4900MDZ0601,0,20,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,1,0,0,0,0,15,0,467,452
Mudzi,Mudzi West  ,Mudzi RDC,6,Masenda Primary School,4900MDZ0602,1,47,0,1,0,0,0,0,0,0,0,0,0,0,786,1,0,0,2,0,0,0,0,2,0,840,838
Mudzi,Mudzi West  ,Mudzi RDC,6,Mutohwe Orphanage Centre,4900MDZ0603,0,11,0,0,0,1,0,2,0,0,0,0,0,1,475,1,0,0,0,0,0,1,0,5,0,497,492
Mudzi,Mudzi West  ,Mudzi RDC,6,Nyamukoho Primary School,4900MDZ0604,2,57,0,0,0,2,0,1,1,1,0,0,0,0,572,0,0,1,0,0,0,0,2,7,0,646,639
,,,,4 Polling Stations,WARD TOTAL,3,135,0,1,0,3,0,3,1,1,0,0,0,1,2264,2,0,1,3,0,0,1,2,29,0,"2,450","2,421"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi West  ,Mudzi RDC,7,Chifamba Primary School,4900MDZ0701,0,99,0,0,0,1,0,2,0,0,0,0,0,0,368,1,0,0,1,0,0,0,0,9,0,481,472
Mudzi,Mudzi West  ,Mudzi RDC,7,Chitambazi Primary School,4900MDZ0702,1,27,0,0,0,0,1,0,0,0,0,0,2,2,564,1,0,1,0,0,0,0,0,3,0,602,599
Mudzi,Mudzi West  ,Mudzi RDC,7,Kaitano Primary School,4900MDZ0703 A,1,76,2,0,0,1,0,5,0,0,0,0,0,0,445,0,0,0,1,0,0,0,1,9,0,541,532
Mudzi,Mudzi West  ,Mudzi RDC,7,Kaitano Primary School,4900MDZ0703 B,1,100,0,0,0,1,0,1,0,1,0,0,0,0,417,1,1,0,0,0,0,0,0,10,0,533,523
Mudzi,Mudzi West  ,Mudzi RDC,7,Karonga Primary School,4900MDZ0704,1,60,0,0,0,0,1,1,0,0,0,0,0,0,164,1,0,0,0,0,0,0,1,9,0,238,229
Mudzi,Mudzi West  ,Mudzi RDC,7,Majapani Business Centre Tent,4900MDZ0705,0,23,0,0,0,0,0,0,0,0,0,0,0,0,515,0,1,0,0,0,0,1,1,7,0,548,541
Mudzi,Mudzi West  ,Mudzi RDC,7,Mudzi Secondary School,4900MDZ0706,1,54,1,1,0,0,0,0,0,1,0,0,0,0,263,2,1,0,0,0,0,0,1,14,0,339,325
Mudzi,Mudzi West  ,Mudzi RDC,7,Mukuyu Site Tent,4900MDZ0707,0,46,0,0,0,1,0,0,2,0,0,0,1,0,246,0,0,0,0,0,0,0,0,2,0,298,296
Mudzi,Mudzi West  ,Mudzi RDC,7,Suswe Clinic,4900MDZ0708,1,59,1,0,0,0,0,2,0,0,0,0,0,0,232,0,0,0,0,0,1,0,0,5,0,301,296
,,,,9 Polling Stations,WARD TOTAL,6,544,4,1,0,4,2,11,2,2,0,0,3,2,3214,6,3,1,2,0,1,1,4,68,0,"3,881","3,813"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi West  ,Mudzi RDC,8,Chingwena Primary School,4900MDZ0801,5,105,1,0,0,1,1,1,1,0,0,0,0,1,616,2,1,0,0,0,0,1,0,10,0,746,736
Mudzi,Mudzi West  ,Mudzi RDC,8,Denda Primary School,4900MDZ0802,1,46,0,1,1,0,0,1,0,0,0,0,0,0,381,1,1,0,0,0,1,0,0,4,0,438,434
Mudzi,Mudzi West  ,Mudzi RDC,8,Dzivaretsanga Primary School,4900MDZ0803,0,68,0,0,1,1,0,1,0,0,0,0,0,0,379,1,1,1,0,0,1,0,0,3,0,457,454
Mudzi,Mudzi West  ,Mudzi RDC,8,Kachimana Primary School,4900MDZ0804,1,30,0,0,0,1,0,0,2,0,0,0,0,0,275,3,1,0,0,1,0,0,1,12,0,327,315
Mudzi,Mudzi West  ,Mudzi RDC,8,Masarakufa Primary School,4900MDZ0805,4,108,0,0,0,2,0,1,0,0,1,0,1,1,475,2,1,0,0,0,1,0,0,14,0,611,597
Mudzi,Mudzi West  ,Mudzi RDC,8,Nyamuwanga Primary School,4900MDZ0806,0,87,0,0,0,1,1,5,0,1,0,0,1,1,224,1,0,0,0,0,0,0,1,7,0,330,323
,,,,6 Polling Stations,WARD TOTAL,11,444,1,1,2,6,2,9,3,1,1,0,2,3,2350,10,5,1,0,1,3,1,2,50,0,"2,909","2,859"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mudzi West Constituency Total,,,26,"1,400",8,3,4,19,7,29,7,8,3,0,6,10,"13,846",23,10,5,6,3,5,5,9,191,0,"15,633","15,442"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,1,Guzha Primary School,4700MRE0101,2,50,0,0,1,0,1,2,0,0,6,0,0,1,533,1,0,0,1,0,0,0,0,3,0,601,598
Murewa,Murewa North,Murewa RDC,1,Inyagui Primary School,4700MRE0102,0,88,0,0,0,2,1,2,1,0,0,0,0,0,328,2,1,0,0,0,0,1,0,1,0,427,426
Murewa,Murewa North,Murewa RDC,1,Madamombe Business Centre Tent,4700MRE0103,1,39,2,0,0,1,0,0,0,0,1,0,0,1,256,2,0,0,0,0,0,0,0,4,0,307,303
Murewa,Murewa North,Murewa RDC,1,Nyamashato Primary School,4700MRE0104,1,83,0,0,0,1,0,1,0,0,0,0,0,0,142,1,0,0,0,0,0,0,1,4,0,234,230
,,,,4 Polling Stations,WARD TOTAL,4,260,2,0,1,4,2,5,1,0,7,0,0,2,1259,6,1,0,1,0,0,1,1,12,0,"1,569","1,557"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,2,Cheunje Secondary School,4700MRE0201,0,95,2,0,1,2,0,2,1,0,1,0,0,1,305,0,0,1,0,0,1,0,0,0,0,412,412
Murewa,Murewa North,Murewa RDC,2,Dandara Primary School,4700MRE0202,1,177,1,0,0,0,0,2,0,0,1,0,0,1,347,0,0,0,1,0,2,2,2,2,0,539,537
Murewa,Murewa North,Murewa RDC,2,Matenha Pre-School,4700MRE0203,1,42,0,0,1,1,0,1,0,0,0,0,0,1,513,2,0,1,0,0,0,0,1,1,0,565,564
,,,,3 Polling Stations,WARD TOTAL,2,314,3,0,2,3,0,5,1,0,2,0,0,3,1165,2,0,2,1,0,3,2,3,3,0,"1,516","1,513"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,3,Chin’ono Primary School,4700MRE0301,2,91,3,0,0,0,0,2,0,0,0,0,0,1,188,0,0,1,1,1,0,0,1,3,0,294,291
Murewa,Murewa North,Murewa RDC,3,Chingwaru Business Centre Tent,4700MRE0302,1,42,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,11,0,249,238
Murewa,Murewa North,Murewa RDC,3,Chingwaru Primary School,4700MRE0303,3,125,2,1,0,1,0,1,0,0,0,0,0,0,301,2,0,0,0,0,0,0,0,4,0,440,436
Murewa,Murewa North,Murewa RDC,3,Chinyani Pre-School,4700MRE0304,0,79,0,1,0,0,0,3,0,0,1,0,0,0,154,0,1,0,0,0,0,0,0,9,0,248,239
Murewa,Murewa North,Murewa RDC,3,Njedza Secondary School,4700MRE0305,4,125,1,0,0,1,2,2,0,0,1,0,0,0,396,4,0,1,0,1,2,0,1,9,0,550,541
,,,,5 Polling Stations,WARD TOTAL,10,462,6,2,0,2,2,8,0,0,2,0,0,1,1234,6,1,2,1,2,2,0,2,36,0,"1,781","1,745"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,4,Bunhu Primary School,4700MRE0401,1,93,4,0,1,0,1,4,0,0,1,0,0,0,167,4,0,0,0,1,0,0,1,7,0,285,278
Murewa,Murewa North,Murewa RDC,4,Chipori Business Centre Tent,4700MRE0402,1,42,0,0,1,1,0,2,0,0,0,0,0,0,281,2,0,0,0,1,0,0,1,1,0,333,332
Murewa,Murewa North,Murewa RDC,4,Matututu Primary School,4700MRE0403,4,212,4,0,0,0,0,4,0,0,0,0,0,0,330,2,0,0,0,0,0,0,0,5,0,561,556
Murewa,Murewa North,Murewa RDC,4,Muchinjike Primary School,4700MRE0404,2,122,1,0,0,0,0,2,0,0,0,0,1,0,336,2,0,1,1,0,0,0,0,3,0,471,468
Murewa,Murewa North,Murewa RDC,4,Muchinjike Secondary School,4700MRE0405,2,89,2,1,0,0,0,4,0,0,0,0,1,0,231,1,0,0,1,1,1,1,1,3,0,339,336
,,,,5 Polling Stations,WARD TOTAL,10,558,11,1,2,1,1,16,0,0,1,0,2,0,1345,11,0,1,2,3,1,1,3,19,0,"1,989","1,970"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,5,Bunhu Business Centre Tent,4700MRE0501,0,95,0,0,0,0,0,0,0,0,0,0,0,0,152,1,0,0,1,0,0,0,0,1,0,250,249
Murewa,Murewa North,Murewa RDC,5,Goso Business Centre Tent,4700MRE0502,0,79,0,0,0,1,0,0,0,1,0,0,0,0,169,1,0,0,1,0,1,0,0,2,0,255,253
Murewa,Murewa North,Murewa RDC,5,Mahachi Business Centre Tent,4700MRE0503,0,48,1,0,0,0,1,2,0,0,0,0,0,0,276,1,0,0,0,0,0,0,0,4,0,333,329
Murewa,Murewa North,Murewa RDC,5,Rukunguhwe Primary School,4700MRE0504,3,87,0,0,0,2,0,1,0,0,0,0,1,1,234,1,0,0,2,0,0,0,0,3,0,335,332
Murewa,Murewa North,Murewa RDC,5,Zaranyika Primary School,4700MRE0505,1,100,0,0,0,0,1,3,0,0,0,0,0,0,146,0,1,0,1,1,0,1,0,3,0,258,255
,,,,5 Polling Stations,WARD TOTAL,4,409,1,0,0,3,2,6,0,1,0,0,1,1,977,4,1,0,5,1,1,1,0,13,0,"1,431","1,418"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,6,Chitowa 1 Primary School,4700MRE0601,0,50,0,0,0,0,0,1,0,0,0,0,0,1,114,0,0,0,0,0,0,0,0,0,0,166,166
Murewa,Murewa North,Murewa RDC,6,Chitowa 1 Secondary School,4700MRE0602,1,51,0,0,0,0,0,2,0,0,0,0,0,0,137,1,0,0,0,0,1,0,0,1,0,194,193
,,,,2 Polling Stations,WARD TOTAL,1,101,0,0,0,0,0,3,0,0,0,0,0,1,251,1,0,0,0,0,1,0,0,1,0,360,359
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,7,Chitowa 2 Clinic,4700MRE0702,0,46,0,0,0,0,0,1,0,0,0,0,0,0,168,2,0,0,0,0,0,0,0,2,0,219,217
Murewa,Murewa North,Murewa RDC,7,Chitowa 2 Primary School,4700MRE0701,0,50,1,0,0,0,0,0,1,0,0,0,0,0,83,0,0,1,0,0,0,0,0,2,0,138,136
,,,,2 Polling Stations,WARD TOTAL,0,96,1,0,0,0,0,1,1,0,0,0,0,0,251,2,0,1,0,0,0,0,0,4,0,357,353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,8,Chemupunga Pre-School,4700MRE0801,0,82,2,0,0,1,0,3,0,1,0,0,0,0,156,2,1,1,0,0,0,0,0,6,0,255,249
Murewa,Murewa North,Murewa RDC,8,Chitate Primary School,4700MRE0802,1,116,1,1,0,0,0,4,0,0,1,0,0,0,308,1,1,0,1,0,0,0,0,6,0,441,435
Murewa,Murewa North,Murewa RDC,8,Magaya Secondary School,4700MRE0803,4,306,2,0,1,2,0,8,1,1,0,1,0,1,404,5,1,0,2,1,0,1,0,6,0,747,741
Murewa,Murewa North,Murewa RDC,8,Maziyanike Primary School,4700MRE0804 A,3,151,1,0,0,0,0,2,0,0,0,0,1,0,250,2,0,1,0,0,0,0,0,2,0,413,411
Murewa,Murewa North,Murewa RDC,8,Maziyanike Primary School,4700MRE0804 B,2,141,1,0,0,0,0,2,0,0,0,1,1,0,260,2,0,0,1,2,1,1,0,9,0,424,415
Murewa,Murewa North,Murewa RDC,8,Zhombwe Primary School,4700MRE0805,3,236,3,0,0,1,1,4,0,0,2,2,0,3,458,2,0,0,1,1,0,1,0,6,0,724,718
,,,,6 Polling Stations,WARD TOTAL,13,1032,10,1,1,4,1,23,1,2,3,4,2,4,1836,14,3,2,5,4,1,3,0,35,0,"3,004","2,969"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,9,Chidewu Business Centre Tent,4700MRE0901,0,149,2,0,0,0,1,3,0,0,0,0,0,1,305,0,0,0,2,1,2,0,1,10,0,477,467
Murewa,Murewa North,Murewa RDC,9,Madakudya Village,4700MRE0902,4,63,1,1,0,0,0,2,0,0,2,0,0,0,145,2,0,0,1,0,0,0,0,7,0,228,221
Murewa,Murewa North,Murewa RDC,9,Muchenje Seondary School,4700MRE0903,0,120,1,1,1,0,1,2,0,0,0,0,0,0,257,3,0,2,1,0,1,0,0,3,0,393,390
Murewa,Murewa North,Murewa RDC,9,Ruware Meeting Centre Tent,4700MRE0904 A,2,156,4,1,0,2,5,1,0,0,1,0,0,0,236,0,0,0,1,0,1,0,0,7,0,417,410
Murewa,Murewa North,Murewa RDC,9,Ruware Meeting Centre Tent,4700MRE0904 B,1,182,1,1,0,1,2,1,0,2,1,0,0,0,220,0,0,0,0,0,0,0,2,6,0,420,414
,,,,5 Polling Stations,WARD TOTAL,7,670,9,4,1,3,9,9,0,2,4,0,0,1,1163,5,0,2,5,1,4,0,3,33,0,"1,935","1,902"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,10,Duku Business Centre Tent,4700MRE1001,1,49,0,1,0,1,1,0,0,0,0,0,0,2,335,1,0,1,0,1,0,0,1,3,0,397,394
Murewa,Murewa North,Murewa RDC,10,Kambarami Secondary School,4700MRE1002,2,139,0,0,0,1,1,3,0,1,0,1,0,3,246,1,0,0,1,0,0,0,0,4,0,403,399
Murewa,Murewa North,Murewa RDC,10,Muneno Primary School,4700MRE1003,1,83,0,1,0,0,0,2,1,0,0,0,0,0,423,2,0,1,0,2,0,1,0,7,0,524,517
Murewa,Murewa North,Murewa RDC,10,Mutowani Primary School,4700MRE1004,0,70,0,0,0,1,1,1,0,0,1,0,0,0,152,1,0,0,0,0,0,0,1,1,0,229,228
Murewa,Murewa North,Murewa RDC,10,Ngwerume Business Centre Tent,4700MRE1005,1,30,0,0,0,1,0,1,0,0,1,0,0,0,238,0,1,0,0,0,0,0,0,3,0,276,273
Murewa,Murewa North,Murewa RDC,10,Rupange Primary School,4700MRE1006,0,42,0,0,0,1,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,2,0,106,104
,,,,6 Polling Stations,WARD TOTAL,5,413,0,2,0,5,4,7,1,1,2,1,0,5,1454,5,1,2,1,3,0,1,2,20,0,"1,935","1,915"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,16,AREX Fish Ponds Tent,4700MRE1601,4,180,0,0,0,2,0,2,0,0,0,0,1,0,245,0,0,0,1,1,0,0,0,7,0,443,436
Murewa,Murewa North,Murewa RDC,16,Chamapango Primary School,4700MRE1602 A,18,130,0,1,1,0,1,5,0,0,0,0,0,0,294,3,2,0,0,0,1,1,0,9,0,466,457
Murewa,Murewa North,Murewa RDC,16,Chamapango Primary School,4700MRE1602 B,17,133,3,1,1,2,0,6,0,1,0,0,0,0,273,1,0,0,2,0,0,0,0,6,0,446,440
Murewa,Murewa North,Murewa RDC,16,Mavhurume Business Centre Tent,4700MRE1603,1,80,2,0,0,1,0,2,0,0,0,0,0,0,169,0,0,1,0,0,1,0,0,2,0,259,257
Murewa,Murewa North,Murewa RDC,16,Mukwe Business Centre Tent,4700MRE1604,1,148,0,0,1,0,0,2,0,0,0,0,1,0,431,1,0,4,0,0,0,1,1,5,0,596,591
Murewa,Murewa North,Murewa RDC,16,Nyangambiri Pre-School,4700MRE1605,3,108,0,0,1,0,0,3,0,0,1,0,0,1,175,0,0,0,0,0,0,1,1,9,0,303,294
Murewa,Murewa North,Murewa RDC,16,St Clares Primary School,4700MRE1606,0,155,0,1,0,0,0,3,0,1,0,0,0,0,271,1,1,0,0,1,0,0,0,5,0,439,434
,,,,7 Polling Stations,WARD TOTAL,44,934,5,3,4,5,1,23,0,2,1,0,2,1,1858,6,3,5,3,2,2,3,2,43,0,"2,952","2,909"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa North,Murewa RDC,30,Hurungwe Primary School,4700MRE3001 A,2,413,1,0,0,0,0,0,0,0,1,1,0,0,349,1,0,0,1,0,0,0,0,13,0,782,769
Murewa,Murewa North,Murewa RDC,30,Hurungwe Primary School,4700MRE3001 B,1,393,0,0,1,2,1,5,0,3,1,0,0,0,383,0,0,1,4,0,0,0,0,4,0,799,795
Murewa,Murewa North,Murewa RDC,30,Murewa Culture House,4700MRE3002 A,0,391,0,0,0,1,0,2,0,0,0,0,0,0,242,0,0,0,1,0,0,0,1,2,0,640,638
Murewa,Murewa North,Murewa RDC,30,Murewa Culture House,4700MRE3002 B,0,374,1,0,1,0,0,3,1,1,0,0,1,0,222,1,0,0,3,0,0,0,0,1,0,609,608
Murewa,Murewa North,Murewa RDC,30,Murewa Training Centre,4700MRE3003 A,2,277,0,0,0,0,0,0,0,0,0,0,0,0,184,1,0,0,2,0,0,0,0,3,0,469,466
Murewa,Murewa North,Murewa RDC,30,Murewa Training Centre,4700MRE3003 B,1,304,0,0,0,0,0,2,0,0,0,0,0,0,166,0,0,1,0,0,0,0,0,4,0,478,474
,,,,6 Polling Stations,WARD TOTAL,6,2152,2,0,2,3,1,12,1,4,2,1,1,0,1546,3,0,2,11,0,0,0,1,27,0,"3,777","3,750"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Murewa North Constituency Total,,,106,"7,401",50,13,13,33,23,118,6,12,24,6,8,19,"14,339",65,10,19,35,16,15,12,17,246,0,"22,606","22,360"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa South,Murewa RDC,17,Chipinda Primary School,4700MRE1701,6,198,2,0,0,3,5,3,0,1,0,0,0,1,339,2,0,2,0,1,0,2,1,7,0,573,566
Murewa,Murewa South,Murewa RDC,17,Dapandove Primary School,4700MRE1702,1,208,0,0,0,0,0,3,0,0,0,0,0,0,235,0,0,0,2,1,0,0,1,7,0,458,451
Murewa,Murewa South,Murewa RDC,17,Maponongwe Primary School,4700MRE1703,7,184,2,0,2,4,1,4,2,1,0,0,0,0,291,6,0,0,1,0,0,0,0,5,0,510,505
,,,,3 Polling Stations,WARD TOTAL,14,590,4,0,2,7,6,10,2,2,0,0,0,1,865,8,0,2,3,2,0,2,2,19,0,"1,541","1,522"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa South,Murewa RDC,18,Gwishiri Church Tent,4700MRE1801,2,155,0,0,0,0,0,2,0,2,0,1,0,1,193,2,0,3,0,0,0,0,1,0,0,362,362
Murewa,Murewa South,Murewa RDC,18,Karumazondo Primary School,4700MRE1802,3,177,4,0,1,1,2,6,1,0,0,0,0,1,319,2,0,1,2,1,1,0,1,11,0,534,523
Murewa,Murewa South,Murewa RDC,18,Wuyuwuyu Primary School,4700MRE1803,1,124,0,0,1,0,0,2,0,0,0,0,0,0,299,2,0,0,0,0,0,0,0,1,0,430,429
,,,,3 Polling Stations,WARD TOTAL,6,456,4,0,2,1,2,10,1,2,0,1,0,2,811,6,0,4,2,1,1,0,2,12,0,"1,326","1,314"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa South,Murewa RDC,19,Chuguri Primary School,4700MRE1901,0,61,1,0,2,0,0,3,0,2,2,0,0,0,181,0,0,0,0,0,0,1,0,1,0,254,253
Murewa,Murewa South,Murewa RDC,19,Dombwe DDF Camp Rest,4700MRE1902,1,86,1,0,0,0,0,1,0,0,0,0,0,0,326,1,0,0,0,1,0,1,0,8,0,426,418
Murewa,Murewa South,Murewa RDC,19,Masunzwe Primary School,4700MRE1903,0,40,0,0,0,2,1,0,1,0,0,0,0,0,178,0,0,0,1,0,0,0,0,1,0,224,223
Murewa,Murewa South,Murewa RDC,19,Mukarakate Business Centre Tent,4700MRE1904,1,101,0,0,0,0,1,2,1,0,0,0,0,0,243,1,0,0,0,0,0,1,1,7,0,359,352
,,,,4 Polling Stations,WARD TOTAL,2,288,2,0,2,2,2,6,2,2,2,0,0,0,928,2,0,0,1,1,0,3,1,17,0,"1,263","1,246"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murewa,Murewa South,Murewa RDC,20,Chinhenga Primary School,4700MRE2001,4,92,2,2,0,2,0,0,1,1,0,1,0,0,248,3,0,0,0,1,0,1,1,0,0,359,359
Murewa,Murewa South,Murewa RDC,20,Jekwa Primary School,4700MRE2002 A,5,100,2,0,0,1,0,0,2,0,0,0,0,0,359,2,0,0,1,2,0,0,1,5,0,480,475
Murewa,Murewa South,Murewa RDC,20,Jekwa Primary School,4700MRE2002 B,1,106,0,0,0,1,3,1,1,0,0,0,0,0,349,1,0,1,0,0,0,0,0,14,0,478,464
Murewa,Murewa South,Murewa RDC,20,Mutize Primary School,4700MRE2003,3,122,1,1,0,0,2,2,0,1,0,0,0,0,353,5,1,0,1,0,2,0,0,9,0,503,494
,,,,4 Polling Stations,WARD TOTAL,13,420,5,3,0,4,5,3,4,2,0,1,0,0,1309,11,1,1,2,3,2,1,2,28,0,"1,820","1,792"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
