MATABELELAND NORTH PROVINCE : 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING STATION CODE,Busha Joseph Makamba FreeZim Congress,"Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,,,,,,,,,,,BINGA NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,11,Inyathi Training Centre,3500BUB1101,0,363,2,0,0,2,6,7,0,0,1,0,0,0,176,1,0,0,1,1,0,0,0,5,0,565,560
Bubi,Bubi,Bubi RDC,11,Lortondale Primary School,3500BUB1102,2,147,3,3,1,0,1,28,0,0,0,0,0,1,215,3,1,0,4,2,0,1,1,4,0,417,413
Bubi,Bubi,Bubi RDC,11,Loziba Primary School,3500BUB1103,5,239,7,3,1,3,3,25,1,0,0,0,0,1,430,5,1,1,2,2,1,1,4,18,0,753,735
Bubi,Bubi,Bubi RDC,11,Tatazela Hall,3500BUB1104,0,218,0,2,0,0,1,22,0,0,0,0,1,0,208,1,0,0,1,0,2,2,2,10,0,470,460
,,,,4 POLLING STATIONS,WARD TOTAL ,7,967,12,8,2,5,11,82,1,0,1,0,1,2,1029,10,2,1,8,5,3,4,7,37,0,2205,2168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,12,Dromoland Primary School,3500BUB1201,2,85,3,0,0,0,2,11,0,0,0,1,0,1,234,1,0,0,0,1,3,1,2,8,0,355,347
Bubi,Bubi,Bubi RDC,12,Dysart Homestead Tent,3500BUB1202,0,9,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,2,0,47,45
Bubi,Bubi,Bubi RDC,12,Fairburns Primary School,3500BUB1203,0,16,1,0,0,1,0,1,0,0,0,0,0,0,127,0,0,0,0,0,0,0,1,3,0,150,147
Bubi,Bubi,Bubi RDC,12,Mambo Primary School,3500BUB1204,0,17,0,0,0,0,2,7,0,0,0,0,0,1,134,0,0,0,1,0,0,0,0,4,0,166,162
Bubi,Bubi,Bubi RDC,12,Umvundla Primary School,3500BUB1205,2,40,0,0,0,0,0,1,1,0,0,0,0,1,235,0,0,0,1,0,0,0,0,7,0,288,281
Bubi,Bubi,Bubi RDC,12,Nsango Primary School,3500BUB1206,0,13,1,0,0,1,0,0,1,0,0,0,0,0,82,0,0,0,1,0,0,0,1,2,0,102,100
Bubi,Bubi,Bubi RDC,12,Shemars Farm Tent,3500BUB1207,0,7,0,0,0,1,3,1,0,0,0,0,0,1,58,0,0,0,0,0,0,1,0,1,0,73,72
,,,,7 POLLING STATIONS,WARD TOTAL ,4,187,5,0,0,3,7,21,2,0,0,2,0,4,905,1,0,0,3,1,3,2,4,27,0,1181,1154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,13,Allendale Tent,3500BUB1301,0,13,0,0,0,4,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,87,87
Bubi,Bubi,Bubi RDC,13,Battlefield Primary School,3500BUB1302,0,85,1,0,0,3,2,11,1,0,0,0,0,1,197,1,0,1,0,0,0,0,1,8,0,312,304
Bubi,Bubi,Bubi RDC,13,Clonmore Primary School,3500BUB1303,0,37,0,0,0,1,0,1,0,0,0,0,0,0,146,2,0,0,0,0,1,0,0,3,0,191,188
Bubi,Bubi,Bubi RDC,13,Gloag Primary School,3500BUB1304,0,56,0,1,0,0,1,5,0,0,0,0,1,1,312,2,0,0,0,0,1,0,0,8,0,388,380
,,,,4 POLLING STATIONS,WARD TOTAL ,0,191,1,1,0,8,3,17,1,0,0,0,1,2,725,5,0,1,0,0,2,0,1,19,0,978,959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,14,Esipikeni Primary School,3500BUB1401,1,26,2,0,0,0,0,2,0,1,0,0,0,0,240,0,0,0,0,0,0,0,2,2,0,276,274
Bubi,Bubi,Bubi RDC,14,Majankila Primary School,3500BUB1402,1,33,0,0,0,0,0,6,1,0,0,0,0,0,141,1,0,0,0,0,1,0,0,0,0,184,184
Bubi,Bubi,Bubi RDC,14,Paddys Valley Primary School,3500BUB1403,0,8,0,0,0,1,0,2,0,1,0,0,0,0,68,1,0,0,0,0,1,0,0,0,0,82,82
Bubi,Bubi,Bubi RDC,14,Rosebank Store Tent,3500BUB1404,2,32,1,1,0,0,0,0,0,1,0,0,0,0,68,0,0,0,4,0,0,0,0,0,0,109,109
,,,,4 POLLING STATIONS,WARD TOTAL ,4,99,3,1,0,1,0,10,1,3,0,0,0,0,517,2,0,0,4,0,2,0,2,2,0,651,649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,15,Ekusileni Creche A,3500BUB1501 A,2,206,2,2,0,4,2,26,0,0,0,0,0,1,220,1,2,1,1,1,0,1,1,8,0,481,473
Bubi,Bubi,Bubi RDC,15,Ekusileni Creche B,3500BUB1501 B,2,226,3,1,0,2,1,13,0,0,0,0,0,0,211,4,1,0,1,1,1,1,3,5,0,476,471
,,,,2 POLLING STATIONS,WARD TOTAL ,4,432,5,3,0,6,3,39,0,0,0,0,0,1,431,5,3,1,2,2,1,2,4,13,0,957,944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,16,Inkosikazi Primary School,3500BUB1601,8,295,5,1,1,6,4,42,3,2,1,0,2,2,229,4,1,1,1,3,4,1,2,15,0,633,618
,,,,1 POLLING STATION,WARD TOTAL ,8,295,5,1,1,6,4,42,3,2,1,0,2,2,229,4,1,1,1,3,4,1,2,15,0,633,618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,17,Jiba Primary School,3500BUB1701,2,120,4,0,1,2,4,105,4,0,0,0,1,2,281,0,0,1,3,0,0,0,0,8,0,538,530
Bubi,Bubi,Bubi RDC,17,Seshawe Primary School,3500BUB1702,3,51,5,0,1,2,0,18,0,0,0,0,0,0,188,1,0,1,0,0,0,0,0,0,0,270,270
,,,,2 POLLING STATIONS,WARD TOTAL ,5,171,9,0,2,4,4,123,4,0,0,0,1,2,469,1,0,2,3,0,0,0,0,8,0,808,800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,18,Bembesi Primary School,3500BUB1801,1,50,2,1,0,1,0,58,1,1,0,0,1,0,127,1,0,0,2,0,1,0,0,10,0,257,247
Bubi,Bubi,Bubi RDC,18,Mbembeswana 2 Primary School,3500BUB1802,2,38,2,1,0,1,2,197,0,0,1,2,1,2,174,1,0,0,3,0,0,0,0,2,0,429,427
Bubi,Bubi,Bubi RDC,18,Molo Primary School,3500BUB1803,2,18,0,0,0,1,1,50,0,0,0,1,0,2,97,0,0,0,0,0,0,1,1,2,0,176,174
,,,,3 POLLING STATIONS,WARD TOTAL ,5,106,4,2,0,3,3,305,1,1,1,3,2,4,398,2,0,0,5,0,1,1,1,14,0,862,848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,19,Longwe Primary School,3500BUB1901,4,77,0,0,0,3,0,13,0,0,0,0,0,0,249,2,1,0,0,0,1,0,0,5,0,355,350
Bubi,Bubi,Bubi RDC,19,Lukona Primary School,3500BUB1902,2,250,2,2,3,7,0,5,1,0,0,2,0,0,271,2,0,3,2,0,2,1,0,8,0,563,555
,,,,2 POLLING STATIONS,WARD TOTAL ,6,327,2,2,3,10,0,18,1,0,0,2,0,0,520,4,1,3,2,0,3,1,0,13,0,918,905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,20,Goodwood Magetsini Store Tent,3500BUB2001,4,8,1,0,1,3,0,10,0,0,0,0,0,0,320,1,1,0,0,0,0,0,0,8,0,357,349
Bubi,Bubi,Bubi RDC,20,Joshua Mqabuko Nkomo Tent,3500BUB2002,0,16,1,0,0,0,0,1,0,0,0,0,0,0,98,0,0,0,0,1,0,0,2,2,0,121,119
Bubi,Bubi,Bubi RDC,20,Mdutshane Primary School,3500BUB2003,1,31,2,1,0,3,0,0,1,2,0,0,0,0,238,1,1,1,0,1,1,0,0,6,0,290,284
Bubi,Bubi,Bubi RDC,20,Pengwani Primary School,3500BUB2004,1,15,3,0,0,2,1,2,0,0,0,0,0,1,221,1,1,0,0,0,0,2,1,9,0,260,251
Bubi,Bubi,Bubi RDC,20,Thuthukani Primary School,3500BUB2005,1,9,0,0,0,0,0,1,0,0,0,0,0,0,172,1,0,0,0,,0,1,0,1,0,186,185
Bubi,Bubi,Bubi RDC,20,Zamani Primary School,3500BUB2006,1,5,1,0,0,2,0,1,0,0,0,0,0,0,243,0,0,0,0,0,0,0,1,3,0,257,254
,,,,6 POLLING STATIONS,WARD TOTAL ,8,84,8,1,1,10,1,15,1,2,0,0,0,1,1292,4,3,1,0,2,1,3,4,29,0,1471,1442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,21,Alfa Alfa Tent,3500BUB2101,2,22,1,0,0,3,0,7,0,0,0,0,0,1,205,0,1,0,0,1,0,1,0,1,0,245,244
Bubi,Bubi,Bubi RDC,21,Bubi Mine Tent,3500BUB2102,3,9,1,0,0,0,0,1,0,0,0,0,1,0,215,0,0,0,0,0,0,0,0,1,0,231,230
Bubi,Bubi,Bubi RDC,21,Dollar Block Tent,3500BUB2103,1,13,0,0,0,1,3,1,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,6,0,218,212
Bubi,Bubi,Bubi RDC,21,Ehlathini Farm Tent,3500BUB2104,0,5,1,0,0,0,0,4,0,0,0,0,0,0,203,0,0,0,0,0,0,0,1,0,0,214,214
Bubi,Bubi,Bubi RDC,21,Emhlabathini Primary School,3500BUB2105,1,7,1,0,0,3,1,2,1,1,0,0,0,0,410,1,0,0,0,0,0,0,0,4,0,432,428
Bubi,Bubi,Bubi RDC,21,Swati Hall,3500BUB2106,2,29,3,0,0,2,2,2,1,0,0,0,0,1,218,3,1,0,0,2,2,0,1,14,0,283,269
Bubi,Bubi,Bubi RDC,21,Thame Primary School,3500BUB2107,1,20,2,0,1,2,1,1,0,1,0,0,0,0,415,0,0,0,0,1,1,0,0,15,0,461,446
,,,,7 POLLING STATIONS,WARD TOTAL ,10,105,9,0,1,11,7,18,2,2,0,0,1,2,1859,4,2,0,0,4,3,1,2,41,0,2084,2043
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,22,Central Store Hall,3500BUB2201,1,23,0,0,0,0,0,4,0,0,0,0,0,1,107,1,0,1,0,2,0,0,0,0,0,140,140
Bubi,Bubi,Bubi RDC,22,Elitsheni Primary School,3500BUB2202,0,39,2,1,0,2,0,6,0,0,0,1,0,0,138,2,0,0,2,0,2,0,2,14,0,211,197
Bubi,Bubi,Bubi RDC,22,Mary Ellen Farm Tent,3500BUB2203,1,39,1,0,1,0,0,3,0,0,0,0,0,0,85,0,0,0,1,0,0,1,1,7,0,140,133
Bubi,Bubi,Bubi RDC,22,Turkmine Primary School A,3500BUB2204 A,0,265,1,0,1,1,2,2,0,0,0,0,0,0,222,1,0,0,0,0,0,2,0,9,0,506,497
Bubi,Bubi,Bubi RDC,22,Turkmine Primary School B,3500BUB2204 B,6,239,1,0,0,3,1,5,0,0,0,0,0,0,281,4,0,3,1,0,1,1,1,5,0,552,547
,,,,5 POLLING STATIONS,WARD TOTAL ,8,605,5,1,2,6,3,20,0,0,0,1,0,1,833,8,0,4,4,2,3,4,4,35,0,1549,1514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubi,Bubi,Bubi RDC,23,Famona Farm House,3500BUB2301,0,37,1,1,0,3,0,0,0,0,0,1,1,0,305,1,0,0,1,0,0,0,0,5,0,356,351
Bubi,Bubi,Bubi RDC,23,Gravesend Primary School,3500BUB2302,1,25,1,0,0,0,0,5,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,2,0,167,165
Bubi,Bubi,Bubi RDC,23,Mavikaneni Primary School,3500BUB2303,2,27,0,0,0,3,0,4,1,0,0,0,0,0,226,1,0,1,0,0,0,0,1,7,0,273,266
Bubi,Bubi,Bubi RDC,23,Mucklenuck Primary School,3500BUB2304,1,36,4,2,0,5,2,6,0,0,1,0,0,2,308,2,2,2,1,2,0,1,1,9,0,387,378
,,,,4 POLLING STATIONS,WARD TOTAL ,4,125,6,3,0,11,2,15,1,0,1,1,1,2,972,4,2,3,2,2,0,1,2,23,0,1183,1160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umguza,Bubi,Umguza RDC,3,Cameroon Primary School,8400UMG0301,2,421,2,0,2,1,0,13,0,1,1,1,1,2,243,3,2,3,1,0,1,1,2,29,1,732,703
Umguza,Bubi,Umguza RDC,3,Emqwashini Primary School,8400UMG0302,0,55,0,0,0,0,0,3,0,0,0,0,0,0,45,0,1,0,0,0,0,1,0,4,0,109,105
Umguza,Bubi,Umguza RDC,3,Maqaqeni Pimary School,8400UMG0303,0,175,2,0,0,1,0,6,1,0,0,0,0,0,83,1,0,2,0,1,0,0,1,4,0,277,273
Umguza,Bubi,Umguza RDC,3,Mandluntsha Pipe Tank Tent,8400UMG0304,0,156,0,0,0,0,1,5,0,0,0,0,0,0,171,1,1,1,0,0,0,1,1,9,0,347,338
,,,,4 POLLING STATIONS,WARD TOTAL ,2,807,4,0,2,2,1,27,1,1,1,1,1,2,542,5,4,6,1,1,1,3,4,46,1,1465,1419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umguza,Bubi,Umguza RDC,10,Peri 1 Creche Tent,8400UMG1001,4,36,3,1,0,2,1,7,0,0,0,0,0,0,105,1,2,2,6,0,1,0,2,9,0,182,173
Umguza,Bubi,Umguza RDC,10,Dundubala Primary School,8400UMG1002,1,27,0,0,0,2,0,1,0,0,1,0,0,0,270,0,0,0,0,0,0,0,0,6,0,308,302
Umguza,Bubi,Umguza RDC,10,Mindora Farm,8400UMG1003,0,16,1,0,0,2,0,0,0,0,0,0,0,0,130,0,0,1,0,0,0,0,0,2,0,152,150
Umguza,Bubi,Umguza RDC,10,Sawmills Primary School,8400UMG1004,0,90,0,0,2,0,2,14,2,0,0,0,0,1,87,2,0,0,0,0,1,0,1,5,0,207,202
,,,,4 POLLING STATIONS,WARD TOTAL ,5,169,4,1,2,6,3,22,2,0,1,0,0,1,592,3,2,3,6,0,2,0,3,22,0,849,827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umguza,Bubi,Umguza RDC,11,Chithekani Primary School,8400UMG1101,0,115,1,1,0,3,1,12,1,0,0,0,1,0,130,1,0,0,0,2,1,1,0,5,0,275,270
Umguza,Bubi,Umguza RDC,11,Hlanganani Primary School,8400UMG1102,2,150,1,2,0,0,1,6,0,0,0,0,0,1,139,0,1,0,1,1,0,0,1,6,0,312,306
Umguza,Bubi,Umguza RDC,11,Mathabiswana Primary School,8400UMG1103,0,219,2,0,0,2,0,8,0,0,0,0,0,2,88,1,2,2,1,3,0,1,0,5,0,336,331
Umguza,Bubi,Umguza RDC,11,Mqabuko Open Space Tent,8400UMG1104,0,16,1,0,0,0,0,4,0,0,0,0,0,0,39,2,0,1,0,0,0,0,0,1,0,64,63
Umguza,Bubi,Umguza RDC,11,Sigonde Primary School,8400UMG1105,2,103,3,0,1,2,0,20,1,0,0,0,0,1,126,3,0,0,2,0,1,0,2,5,0,272,267
Umguza,Bubi,Umguza RDC,11,Upper Tobotobo Open Space Tent,8400UMG1106,0,22,0,0,0,0,0,1,0,0,0,0,0,1,43,1,0,0,0,0,1,0,0,3,0,72,69
,,,,6 POLLING STATIONS,WARD TOTAL ,4,625,8,3,1,7,2,51,2,0,0,0,1,5,565,8,3,3,4,6,3,2,3,25,0,1331,1306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umguza,Bubi,Umguza RDC,17,Losikeyi Clinic Tent,8400UMG1701,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2,0,48,46
Umguza,Bubi,Umguza RDC,17,Majindani Primary School,8400UMG1702,1,22,0,0,0,1,0,1,0,0,0,0,1,0,52,0,0,0,0,0,0,0,1,1,0,80,79
Umguza,Bubi,Umguza RDC,17,Maraposa Primary School,8400UMG1703,2,36,1,0,0,1,0,2,0,0,0,0,0,0,109,1,0,1,0,1,0,0,1,11,0,166,155
,,,,3 POLLING STATIONS,WARD TOTAL ,3,67,1,0,0,2,0,3,0,0,0,0,1,0,198,1,0,1,0,1,0,0,2,14,0,294,280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BUBI CONSTITUENCY TOTAL,,118,6966,143,40,33,149,102,1857,28,22,18,12,35,52,16892,93,36,50,100,52,60,48,69,605,1,27580,26975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,HWANGE CENTRAL CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,1,Early Child Hood Development Centre,7901HLB0101,0,308,0,0,0,0,0,2,0,0,0,0,0,0,98,1,0,1,0,0,0,0,0,8,0,418,410
Hwange,Hwange Central,Hwange Local Board,1,ZecoMess Hall,7901HLB0102,0,183,0,0,0,0,0,1,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,5,0,247,242
,,,,2 POLLING STATIONS,WARD TOTAL,0,491,0,0,0,0,0,3,0,0,0,0,0,0,155,2,0,1,0,0,0,0,0,13,0,665,652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,2,Mlizane Pre-School,7901HLB0201,0,225,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,263,263
,,,,1 POLLING STATION,WARD TOTAL,0,225,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,263,263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,3,Mega Watt Primary School,7901HLB0301,0,299,0,0,1,0,3,2,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,4,0,365,361
Hwange,Hwange Central,Hwange Local Board,3,Ministry Of Transport Office,7901HLB0302,0,40,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,58,57
,,,,2 POLLING STATIONS,WARD TOTAL,0,339,0,0,1,0,3,2,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,5,0,423,418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,4,Chilisa Secondary School,7901HLB0401,0,174,1,0,0,0,1,2,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2,0,237,235
Hwange,Hwange Central,Hwange Local Board,4,Nechibondo Primary School,7901HLB0402,0,377,1,0,0,0,0,4,0,1,0,0,0,0,126,0,0,0,1,0,0,0,1,4,0,515,511
,,,,2 POLLING STATIONS,WARD TOTAL,0,551,2,0,0,0,1,6,1,1,0,0,0,0,182,0,0,0,1,0,0,0,1,6,0,752,746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,5,Empumalanga Housing Office Tent,7901HLB0501,1,612,4,0,0,0,8,14,0,0,0,0,0,0,114,2,0,2,0,0,1,0,0,7,0,765,758
,,,,1 POLLING STATION,WARD TOTAL,1,612,4,0,0,0,8,14,0,0,0,0,0,0,114,2,0,2,0,0,1,0,0,7,0,765,758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,6,Empumalanga Bus Terminus Tent A,7901HLB0601 A,0,356,0,0,0,0,1,2,0,0,1,0,0,0,104,1,0,2,1,0,1,2,0,9,0,480,471
Hwange,Hwange Central,Hwange Local Board,6,Empumalanga Bus Terminus Tent B,7901HLB0601 B,2,380,0,1,0,0,1,5,0,2,0,0,0,0,91,3,0,0,0,1,1,0,0,6,0,493,487
Hwange,Hwange Central,Hwange Local Board,6,Kalope Secondary School A,7901HLB0602 A,0,418,2,0,0,0,2,3,1,0,0,0,0,0,80,0,0,0,0,0,0,0,1,6,0,513,507
Hwange,Hwange Central,Hwange Local Board,6,Kalope Secondary School B,7901HLB0602 B,0,438,1,0,0,0,3,3,1,0,0,0,0,0,79,0,0,2,0,1,0,0,0,7,0,535,528
,,,,4 POLLING STATIONS,WARD TOTAL,2,1592,3,1,0,0,7,13,2,2,1,0,0,0,354,4,0,4,1,2,2,2,1,28,0,2021,1993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,7,Mbarira Railway Station Shed,7901HLB0701,0,195,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,1,0,0,0,2,15,3,385,370
Hwange,Hwange Central,Hwange Local Board,7,Open Space Sinamatela Tent,7901HLB0702,0,54,0,0,0,0,0,1,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,6,,305,299
,,,,2 POLLING STATIONS,WARD TOTAL,0,249,0,0,0,0,0,1,0,0,0,0,0,0,416,0,0,0,1,0,0,0,2,21,3,690,669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,8,Coalfields Primary School,7901HLB0801,0,173,0,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,4,0,224,220
Hwange,Hwange Central,Hwange Local Board,8,Open Space Opposite Hospital Tent A,7901HLB0802 A,0,373,1,0,0,0,0,2,0,0,1,0,0,0,58,3,0,2,0,0,0,2,0,5,0,447,442
Hwange,Hwange Central,Hwange Local Board,8,Open Space Opposite Hospital Tent B,7901HLB0802 B,0,388,0,0,1,0,0,4,1,0,0,0,0,0,67,0,0,1,0,1,0,0,0,2,0,465,463
Hwange,Hwange Central,Hwange Local Board,8,Thomas Coulter Primary School,7901HLB0803,0,455,0,0,0,0,0,3,0,0,0,0,0,0,90,3,0,0,0,0,1,1,0,5,0,558,553
,,,,4 POLLING STATIONS,WARD TOTAL,0,1389,1,0,1,0,0,9,1,0,1,1,0,0,261,6,0,3,0,1,1,3,0,16,0,1694,1678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,9,Old Stadium Ground Tent A,7901HLB0901 A,1,590,2,0,0,0,1,3,1,0,1,0,0,0,77,1,0,2,1,0,0,0,0,9,0,689,680
Hwange,Hwange Central,Hwange Local Board,9,Old Stadium Ground Tent B,7901HLB0901 B,2,617,1,0,0,1,2,5,1,0,1,0,0,0,67,1,0,0,0,1,1,1,0,4,0,705,701
Hwange,Hwange Central,Hwange Local Board,9,Old Stadium Ground Tent C,7901HLB0901 C,2,612,2,2,0,0,1,4,1,0,2,0,0,0,57,1,0,2,0,1,0,1,0,14,0,702,688
Hwange,Hwange Central,Hwange Local Board,9,Open Space Between M&N Sections Tent A,7901HLB0902 A,1,661,0,0,0,0,2,5,0,0,2,0,0,0,104,3,0,2,0,1,0,0,0,8,0,789,781
Hwange,Hwange Central,Hwange Local Board,9,Open Space Between M&N Sections Tent B,7901HLB0902 B,2,642,0,1,0,0,2,7,0,0,0,0,1,0,82,1,0,5,1,0,0,2,0,8,0,754,746
Hwange,Hwange Central,Hwange Local Board,9,Old Army Camp Open Space Tent,7901HLB0903,1,77,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,98,98
Hwange,Hwange Central,Hwange Local Board,9,Thomson Junction Tent,7901HLB0904,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25,25
,,,,7 POLLING STATIONS,WARD TOTAL,9,3217,5,3,0,1,8,24,3,2,6,0,1,0,412,7,0,11,2,3,1,4,0,43,0,3762,3719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,10,Mabinga Primary School A,7901HLB1001 A,1,418,1,0,0,0,0,4,0,0,2,0,0,1,100,3,0,0,0,0,0,0,0,7,0,537,530
Hwange,Hwange Central,Hwange Local Board,10,Mabinga Primary School B,7901HLB1001 B,1,414,2,0,0,0,1,2,0,0,0,0,0,1,93,1,0,0,2,1,0,0,0,2,0,520,518
,,,,2 POLLING STATIONS,WARD TOTAL,2,832,3,0,0,0,1,6,0,0,2,0,0,2,193,4,0,0,2,1,0,0,0,9,0,1057,1048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,11,Sir Humphrey Gibbs Primary School A,7901HLB1101 A,0,641,4,0,0,0,0,2,0,0,1,1,0,1,62,1,0,3,0,0,0,1,0,14,0,731,717
Hwange,Hwange Central,Hwange Local Board,11,Sir Humphrey Gibbs Primary School B,7901HLB1101 B,0,652,2,0,1,1,2,2,1,1,1,0,0,0,69,0,0,1,1,0,0,0,0,10,0,744,734
Hwange,Hwange Central,Hwange Local Board,11,Wankie Secondary School,7901HLB1102,1,310,2,0,1,0,0,0,0,0,2,0,0,0,41,1,1,0,0,1,0,0,0,5,0,365,360
,,,,3 POLLING STATIONS,WARD TOTAL,1,1603,8,0,2,1,2,4,1,1,4,1,0,1,172,2,1,4,1,1,0,1,0,29,0,1840,1811
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,12,Little Angles Day Care Centre Tent,7901HLB1201,3,530,0,0,1,0,5,2,0,0,0,0,0,0,82,2,0,0,0,0,0,1,0,5,0,631,626
Hwange,Hwange Central,Hwange Local Board,12,Lusumbani Primary School,7901HLB1202,1,294,0,0,0,0,3,0,1,0,0,0,0,0,45,1,0,0,0,0,0,0,0,1,0,346,345
,,,,2 POLLING STATIONS,WARD TOTAL,4,824,0,0,1,0,8,2,1,0,0,0,0,0,127,3,0,0,0,0,0,1,0,6,0,977,971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange Central,Hwange Local Board,14,Open Space Behind Raylton Club Tent A,7901HLB1401 A,1,333,0,0,0,1,0,2,1,0,1,0,0,0,85,3,0,2,1,0,0,0,0,1,0,431,430
