MASHONALAND CENTRAL PROVINCE:  2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,STATION CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mbire,Guruve North,Mbire RDC,6,Kasuwo Primary School B,4600MBR0602 B,3,103,2,0,0,0,1,0,0,1,0,0,0,2,381,2,0,1,2,0,0,1,0,21,0,520,499
,,,,3 Polling Stations,Ward Total,8,249,6,2,1,2,1,1,1,1,0,0,2,2,"1,059",7,1,1,4,1,0,2,3,63,0,"1,417","1,354"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Guruve North,Mbire RDC,14,Gera Village Tent,4600MBR1401,3,45,0,0,0,2,1,0,0,0,0,1,0,0,191,0,0,0,0,0,0,0,1,3,0,247,244
Mbire,Guruve North,Mbire RDC,14,Masomo Primary School,4600MBR1402,5,123,2,0,0,5,1,4,0,1,0,0,0,3,612,5,0,0,0,0,2,0,2,25,0,790,765
Mbire,Guruve North,Mbire RDC,14,Nyatsengwa Primary School,4600MBR1403,2,61,3,0,0,2,1,1,0,0,1,1,0,0,431,2,1,1,0,0,1,0,0,12,0,520,508
,,,,3 Polling Stations,Ward Total,10,229,5,0,0,9,3,5,0,1,1,2,0,3,"1,234",7,1,1,0,0,3,0,3,40,0,"1,557","1,517"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve North Constituency Total,,,,,,120,"4,216",62,27,11,54,24,77,12,5,7,9,6,28,"23,477",81,6,11,48,41,33,17,43,511,0,"28,926","28,415"
Guruve,Guruve South,Guruve RDC,1,Camsasa Clinic Tent A,7100GVE0101 A,0,25,0,0,0,0,1,2,0,0,0,0,0,1,578,1,0,0,2,1,1,0,0,2,0,614,612
Guruve,Guruve South,Guruve RDC,1,Camsasa Clinic Tent B,7100GVE0101 B,0,25,1,0,1,1,0,0,0,0,1,0,0,0,586,0,1,1,1,0,1,0,0,3,0,622,619
Guruve,Guruve South,Guruve RDC,1,Chengoma Farm Tent,7100GVE0102,0,8,0,0,0,0,0,0,0,0,0,0,0,0,167,1,0,1,0,0,2,0,2,3,0,184,181
Guruve,Guruve South,Guruve RDC,1,Horseshoe Primary School,7100GVE0103,0,16,0,0,0,0,0,1,0,0,0,0,0,0,315,1,0,0,0,0,2,0,0,14,0,349,335
Guruve,Guruve South,Guruve RDC,1,Manyika Primary School,7100GVE0104,2,37,0,0,0,2,0,1,0,0,0,0,0,0,667,0,0,0,1,0,0,0,0,5,0,715,710
Guruve,Guruve South,Guruve RDC,1,Muroyiwa Primary School,7100GVE0105,0,24,1,0,0,2,0,1,0,0,0,0,0,0,631,1,1,0,0,0,0,0,0,7,0,668,661
Guruve,Guruve South,Guruve RDC,1,Siyalima Primary School,7100GVE0106,0,14,0,0,0,1,1,0,0,0,0,1,0,0,885,0,0,0,0,0,1,0,1,1,1,905,904
Guruve,Guruve South,Guruve RDC,1,Tengenenge Art Centre Tent,7100GVE0107,1,57,0,0,1,1,0,1,0,1,0,0,0,0,734,0,0,1,0,1,0,0,0,4,1,802,798
,,,,8 Polling Stations,Ward Total,3,206,2,0,2,7,2,6,0,1,1,1,0,1,"4,563",4,2,3,4,2,7,0,3,39,2,"4,859","4,820"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,3,Mavare Primary School,7100GVE0301,0,26,0,0,0,0,0,0,0,0,0,0,,0,125,0,0,0,0,0,0,0,0,0,0,151,151
Guruve,Guruve South,Guruve RDC,3,Mbizimwenje Primary School,7100GVE0302,0,34,1,0,0,1,0,1,0,0,0,0,0,0,183,0,0,0,0,1,0,0,0,1,0,222,221
Guruve,Guruve South,Guruve RDC,3,Muzura Primary School,7100GVE0303,0,36,0,0,0,0,1,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,214,214
Guruve,Guruve South,Guruve RDC,3,Nyakapupu Primary School,7100GVE0304,1,51,0,0,0,0,1,0,0,0,0,0,0,0,134,0,0,0,0,0,1,0,0,6,0,194,188
,,,,4 Polling Stations,Ward Total,1,147,1,0,0,1,2,1,0,0,0,0,0,0,619,0,0,0,0,1,1,0,0,7,0,781,774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,7,Kugotsi Primary School,7100GVE0701,2,87,0,0,1,2,0,1,0,0,0,0,0,3,210,4,1,0,1,1,1,0,0,6,0,320,314
Guruve,Guruve South,Guruve RDC,7,Kugotsi Secondary School,7100GVE0702,4,204,4,1,0,1,0,2,0,0,0,0,0,1,252,1,0,0,0,0,1,2,1,8,0,482,474
Guruve,Guruve South,Guruve RDC,7,Magwenya Primary School,7100GVE0703,2,211,3,0,0,2,0,2,0,0,0,0,0,0,370,2,0,0,0,0,0,0,0,9,0,601,592
Guruve,Guruve South,Guruve RDC,7,Ruvinga Business Centre Tent,7100GVE0704,0,68,1,0,0,0,0,0,0,0,0,0,0,1,179,2,0,0,0,0,0,0,0,4,0,255,251
Guruve,Guruve South,Guruve RDC,7,Ruvinga Primary School,7100GVE0705,2,72,0,0,0,1,0,2,2,0,0,0,0,1,262,0,0,1,0,1,0,2,0,6,0,352,346
,,,,5 Polling Stations,Ward Total,10,642,8,1,1,6,0,7,2,0,0,0,0,6,"1,273",9,1,1,1,2,2,4,1,33,0,"2,010","1,977"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,8,Chakaodza Primary School,7100GVE0801,3,87,1,0,1,2,0,0,0,1,1,0,0,0,114,2,1,1,3,0,0,0,0,1,0,218,217
Guruve,Guruve South,Guruve RDC,8,Chatiza Pre- School Tent,7100GVE0802,2,82,2,0,2,2,2,2,0,0,0,1,0,1,253,1,2,0,0,0,0,1,3,8,0,364,356
Guruve,Guruve South,Guruve RDC,8,Chimbumu Primary School,7100GVE0803,1,100,4,0,0,0,1,3,1,0,1,0,0,0,353,1,1,1,1,1,1,0,2,5,0,477,472
Guruve,Guruve South,Guruve RDC,8,Gangarahwe Clinic Tent,7100GVE0804,0,36,0,0,0,0,0,0,0,0,1,0,0,0,89,1,0,1,0,0,0,0,0,5,0,133,128
Guruve,Guruve South,Guruve RDC,8,Shayabvudzi Business Centre Tent,7100GVE0805,1,102,1,1,0,0,1,5,0,0,0,0,0,1,359,4,0,1,1,0,0,1,1,8,0,487,479
,,,,5 Polling Stations,Ward Total,7,407,8,1,3,4,4,10,1,1,3,1,0,2,"1,168",9,4,4,5,1,1,2,6,27,0,"1,679","1,652"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,9,Hozo Business Centre Tent,7100GVE0901,0,10,0,0,0,0,0,0,0,0,0,0,0,0,178,1,1,1,2,0,2,0,0,0,0,195,195
Guruve,Guruve South,Guruve RDC,9,Hwadaya Business Centre Tent,7100GVE0902,5,147,0,0,0,1,0,3,1,0,0,0,0,0,321,0,0,2,1,1,0,0,2,10,0,494,484
Guruve,Guruve South,Guruve RDC,9,Magaya Primary School,7100GVE0903,4,56,2,0,0,1,0,5,0,0,0,0,0,1,542,3,0,3,0,0,3,1,0,9,0,630,621
Guruve,Guruve South,Guruve RDC,9,Nyanhunzi Primary School,7100GVE0904,0,87,2,0,0,0,0,0,0,0,0,0,0,0,168,0,2,0,1,0,0,0,0,3,0,263,260
,,,,4 Polling Stations,Ward Total,9,300,4,0,0,2,0,8,1,0,0,0,0,1,"1,209",4,3,6,4,1,5,1,2,22,0,"1,582","1,560"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,10,Chiwanzamarara Business Centre Tent,7100GVE1001,0,64,2,0,1,1,0,1,0,0,0,0,0,0,274,0,0,1,0,1,1,1,0,4,0,351,347
Guruve,Guruve South,Guruve RDC,10,Dzvukamanja Business Centre Tent,7100GVE1002,6,132,1,1,0,1,0,7,0,0,2,0,0,1,306,2,1,0,2,0,0,0,1,5,0,468,463
Guruve,Guruve South,Guruve RDC,10,Nyandoro Primary School,7100GVE1003,2,132,2,0,0,0,0,2,0,0,0,0,0,1,117,0,0,1,0,0,0,0,0,7,0,264,257
Guruve,Guruve South,Guruve RDC,10,St. Kizito Catholic Church Tent,7100GVE1004,4,56,0,0,1,0,0,0,0,0,0,0,0,1,202,4,0,2,0,1,0,0,0,3,0,274,271
,,,,4 Polling Stations,Ward Total,12,384,5,1,2,2,0,10,0,0,2,0,0,3,899,6,1,4,2,2,1,1,1,19,0,"1,357","1,338"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,11,Chikwenya Business Centre Tent,7100GVE1101,1,117,0,0,0,6,2,1,0,0,0,0,0,0,285,1,0,1,0,0,2,0,2,10,0,428,418
Guruve,Guruve South,Guruve RDC,11,Kamuchanyu Business Centre Tent,7100GVE1102,3,39,1,0,1,1,0,1,0,0,0,0,0,0,253,1,0,0,0,1,1,1,2,7,0,312,305
Guruve,Guruve South,Guruve RDC,11,Kapiri Co-op Tent,7100GVE1103,1,71,0,0,0,2,1,2,0,1,0,0,0,0,379,0,0,0,0,1,1,0,1,5,0,465,460
Guruve,Guruve South,Guruve RDC,11,Mupinyuri Primary School,7100GVE1104,6,88,0,0,0,1,1,0,0,0,0,0,1,2,369,2,1,0,0,0,0,1,0,6,0,478,472
Guruve,Guruve South,Guruve RDC,11,Nyamhondoro Primary School A,7100GVE1105 A,3,112,2,0,2,2,0,4,1,0,0,1,0,0,427,2,0,1,3,0,2,0,1,7,0,570,563
Guruve,Guruve South,Guruve RDC,11,Nyamhondoro Primary School B,7100GVE1105 B,4,107,2,0,0,0,0,4,0,0,0,0,0,3,425,0,2,0,3,1,1,0,1,9,0,562,553
,,,,6 Polling Stations,Ward Total,18,534,5,0,3,12,4,12,1,1,0,1,1,5,"2,138",6,3,2,6,3,7,2,7,44,0,"2,815","2,771"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,12,Chifamba Primary School,7100GVE1201,4,188,0,0,0,1,1,1,2,0,0,0,0,0,502,0,0,1,1,0,1,0,0,7,0,709,702
Guruve,Guruve South,Guruve RDC,12,Chikwirandaombera Primary School,7100GVE1202,2,46,1,0,1,0,0,3,1,0,0,0,0,0,371,3,0,0,5,0,1,0,0,8,0,442,434
Guruve,Guruve South,Guruve RDC,12,Gracemore Business Centre Tent,7100GVE1203,0,18,0,0,0,0,0,0,0,0,1,0,0,1,186,1,0,0,0,1,0,0,1,4,0,213,209
Guruve,Guruve South,Guruve RDC,12,Mucherengi Primary School,7100GVE1204,12,128,3,0,0,5,1,6,1,1,0,0,0,2,629,4,2,5,2,0,2,0,1,21,0,825,804
Guruve,Guruve South,Guruve RDC,12,Whitemore Business Centre Tent,7100GVE1205,0,66,1,0,0,1,0,3,0,0,1,0,0,0,281,1,0,0,1,0,0,2,4,6,0,367,361
,,,,5 Polling Stations,Ward Total,18,446,5,0,1,7,2,13,4,1,2,0,0,3,"1,969",9,2,6,9,1,4,2,6,46,0,"2,556","2,510"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,13,Brandon Primary School,7100GVE1301,0,43,0,0,0,0,0,0,0,0,0,0,0,1,427,0,0,0,2,1,0,0,0,6,0,480,474
Guruve,Guruve South,Guruve RDC,13,Kelston 1 Primary School A,7100GVE1302 A,2,24,1,0,1,1,2,0,0,0,1,0,0,0,597,0,0,0,1,0,0,0,0,9,0,639,630
Guruve,Guruve South,Guruve RDC,13,Kelston 1 Primary School B,7100GVE1302 B,2,28,1,0,0,1,0,0,0,0,1,0,0,1,578,1,0,0,0,0,1,0,0,9,0,623,614
Guruve,Guruve South,Guruve RDC,13,Mswite Farm Tent,7100GVE1303,0,29,0,0,0,2,1,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,1,17,0,667,650
Guruve,Guruve South,Guruve RDC,13,Mt Fatigue Primary School,7100GVE1304,0,34,0,0,0,3,0,0,1,0,0,0,0,0,439,1,0,0,0,0,0,1,1,9,0,489,480
Guruve,Guruve South,Guruve RDC,13,Mutendamambo Primary School,7100GVE1305,0,9,0,0,0,3,1,0,0,0,0,0,0,1,649,0,0,0,0,0,0,0,0,0,0,663,663
Guruve,Guruve South,Guruve RDC,13,Velvekia Primary School,7100GVE1306,0,21,0,0,0,0,0,0,0,0,0,0,1,0,418,1,0,0,0,0,0,0,0,5,0,446,441
,,,,7 Polling Stations,Ward Total,4,188,2,0,1,10,4,0,1,0,2,0,1,3,"3,725",3,0,0,3,1,1,1,2,55,0,"4,007","3,952"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,14,Birkdale Primary School,7100GVE1401,2,75,0,0,1,0,1,2,0,0,0,0,0,0,721,1,0,1,2,1,1,0,0,9,0,817,808
Guruve,Guruve South,Guruve RDC,14,Chikonyora Farm Tent,7100GVE1402,0,13,0,0,0,0,1,0,0,0,0,0,0,0,132,0,1,0,0,0,0,0,0,4,0,151,147
Guruve,Guruve South,Guruve RDC,14,Disi 2 Farm Tent,7100GVE1403,1,43,1,0,1,0,1,1,0,0,0,0,0,0,571,1,0,1,4,0,0,0,0,5,0,630,625
Guruve,Guruve South,Guruve RDC,14,Impinge Pre-School Tent,7100GVE1404,0,29,4,0,0,1,0,1,0,0,1,1,0,1,277,0,0,0,0,0,0,0,0,2,,317,315
Guruve,Guruve South,Guruve RDC,14,Kazilo Farm Tent,7100GVE1405,1,10,0,0,0,1,0,0,0,0,0,0,1,0,91,0,0,0,0,0,0,0,0,3,0,107,104
Guruve,Guruve South,Guruve RDC,14,Norwi Farm Tent,7100GVE1406,0,12,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,1,2,0,121,119
Guruve,Guruve South,Guruve RDC,14,Runsgate Mine Tent,7100GVE1407,0,35,0,1,0,1,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,179,179
,,,,7 Polling Stations,Ward Total,4,217,5,1,2,3,3,4,0,0,1,1,1,1,"2,040",2,1,2,6,1,1,0,1,25,0,"2,322","2,297"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,15,Chihwe Primary School,7100GVE1501,1,17,0,0,0,0,0,1,0,0,0,0,0,0,380,1,0,0,1,0,0,0,0,7,0,408,401
Guruve,Guruve South,Guruve RDC,15,Nyamangore Primary School,7100GVE1502,0,25,0,0,1,0,0,0,0,1,0,0,0,1,691,1,0,0,0,0,1,0,0,6,0,727,721
,,,,2 Polling Stations,Ward Total,1,42,0,0,1,0,0,1,0,1,0,0,0,1,"1,071",2,0,0,1,0,1,0,0,13,0,"1,135","1,122"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve,Guruve South,Guruve RDC,22,Chikokonya Business Centre Tent,7100GVE2201,6,170,3,2,0,7,1,2,0,1,2,0,0,3,503,4,0,2,4,4,0,0,5,10,0,729,719
Guruve,Guruve South,Guruve RDC,22,Gezi Business Centre Tent,7100GVE2202,2,130,2,0,1,1,1,3,2,0,0,1,0,1,535,1,2,0,1,0,4,0,0,7,1,694,687
Guruve,Guruve South,Guruve RDC,22,Kondo Primary School A,7100GVE2203 A,4,120,0,0,0,1,0,2,0,0,0,0,0,0,341,0,0,0,1,1,0,0,1,6,0,477,471
Guruve,Guruve South,Guruve RDC,22,Kondo Primary School B,7100GVE2203 B,2,116,1,1,0,0,0,5,0,0,1,0,0,3,305,3,0,2,1,0,0,0,0,4,0,444,440
,,,,4 Polling Stations,Ward Total,14,536,6,3,1,9,2,12,2,1,3,1,0,7,"1,684",8,2,4,7,5,4,0,6,27,1,"2,344","2,317"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guruve South Constituency Total,,,,,,101,"4,049",51,7,17,63,23,84,12,6,14,5,3,33,"22,358",62,19,32,48,20,35,13,35,357,3,"27,447","27,090"
Mazowe,Mazowe Central,Mazowe RDC,5,Marongwe Primary School,1500MAZ0501,4,133,0,0,1,1,1,0,0,1,0,0,0,0,265,2,0,0,4,1,0,0,1,6,0,420,414
Mazowe,Mazowe Central,Mazowe RDC,5,Mukodzongi Primary School A,1500MAZ0502 A,4,97,1,0,0,3,0,6,0,0,0,0,0,0,477,2,1,0,2,0,1,1,2,8,0,605,597
Mazowe,Mazowe Central,Mazowe RDC,5,Mukodzongi Primary School B,1500MAZ0502 B,3,119,3,0,0,1,1,6,1,0,0,1,0,1,455,0,0,0,1,0,1,0,0,10,0,603,593
Mazowe,Mazowe Central,Mazowe RDC,5,Shopo Primary School,1500MAZ0503,2,157,2,0,0,0,1,3,0,0,0,0,0,0,269,0,0,0,1,0,0,1,0,2,0,438,436
,,,,4 Polling Stations,Ward Total,13,506,6,0,1,5,3,15,1,1,0,1,0,1,"1,466",4,1,0,8,1,2,2,3,26,0,"2,066","2,040"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe Central,Mazowe RDC,6,Gombekombe Business Centre Tent,1500MAZ0601,1,91,0,0,0,0,0,1,0,0,0,0,0,0,291,0,0,0,0,0,0,0,1,3,0,388,385
Mazowe,Mazowe Central,Mazowe RDC,6,Gunguhwe Primary School A,1500MAZ0602 A,4,214,1,0,1,2,2,4,1,0,0,0,0,3,380,0,0,3,3,1,2,1,1,16,0,639,623
Mazowe,Mazowe Central,Mazowe RDC,6,Gunguhwe Primary School B,1500MAZ0602 B,1,189,2,1,0,2,1,4,1,0,0,0,0,1,406,4,0,1,5,0,2,5,3,8,0,636,628
Mazowe,Mazowe Central,Mazowe RDC,6,Jaji Primary School,1500MAZ0603,1,54,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,4,0,133,129
,,,,4 Polling Stations,Ward Total,7,548,3,1,1,4,3,9,2,0,0,0,0,4,"1,151",4,0,4,8,1,4,6,5,31,0,"1,796","1,765"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe Central,Mazowe RDC,7,Nyakudya Primary School,1500MAZ0701,0,202,1,0,0,4,0,0,0,0,0,1,0,0,395,4,0,1,2,0,0,0,1,13,0,624,611
Mazowe,Mazowe Central,Mazowe RDC,7,Nyakudya Secondary School,1500MAZ0702,9,205,2,0,1,0,0,3,0,0,0,0,0,1,449,1,0,1,0,1,0,0,1,8,3,682,674
Mazowe,Mazowe Central,Mazowe RDC,7,0,1500MAZ0703 A,3,197,0,1,0,2,0,3,0,0,0,0,0,0,285,0,0,0,0,1,0,1,0,5,0,498,493
Mazowe,Mazowe Central,Mazowe RDC,7,Shutu Primary School B,1500MAZ0703 B,3,187,2,0,0,2,1,1,0,0,0,0,0,1,295,1,0,1,3,0,0,0,0,5,0,502,497
,,,,4 Polling Stations,Ward Total,15,791,5,1,1,8,1,7,0,0,0,1,0,2,"1,424",6,0,3,5,2,0,1,2,31,3,"2,306","2,275"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe Central,Mazowe RDC,8,Kawanzaruwa Business Centre Tent,1500MAZ0801,8,202,3,0,0,6,3,6,0,2,1,0,0,4,454,3,2,2,1,0,0,1,0,18,0,716,698
Mazowe,Mazowe Central,Mazowe RDC,8,Maodzwa Primary School,1500MAZ0802,2,59,0,0,1,1,0,1,0,1,2,0,0,0,215,4,0,0,4,0,0,0,0,6,0,296,290
Mazowe,Mazowe Central,Mazowe RDC,8,Muchirikuenda Primary School,1500MAZ0803,2,402,4,0,1,5,1,12,3,1,0,1,0,1,375,5,0,2,19,2,3,1,1,8,0,849,841
Mazowe,Mazowe Central,Mazowe RDC,8,Nzvimbo Secondary School A,1500MAZ0804 A,4,314,0,1,0,0,0,8,0,0,1,0,0,0,250,2,1,3,4,0,0,1,1,8,0,598,590
Mazowe,Mazowe Central,Mazowe RDC,8,Nzvimbo Secondary School B,1500MAZ0804 B,4,351,0,0,0,0,0,3,1,0,0,0,1,0,233,1,0,2,2,0,0,0,1,7,0,606,599
,,,,5 Polling Stations,Ward Total,20,"1,328",7,1,2,12,4,30,4,4,4,1,1,5,"1,527",15,3,9,30,2,3,3,3,47,0,"3,065","3,018"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe Central,Mazowe RDC,9,Kanhukamwe Irrigation Scheme Building,1500MAZ0901,2,271,3,1,1,1,1,9,0,1,0,0,0,0,326,3,1,1,2,1,2,1,0,9,0,636,627
Mazowe,Mazowe Central,Mazowe RDC,9,Kanhukamwe Primary School,1500MAZ0902,3,192,3,0,1,1,0,7,0,1,1,0,0,2,337,1,1,1,0,2,2,0,1,20,0,576,556
Mazowe,Mazowe Central,Mazowe RDC,9,Majome Primary School,1500MAZ0903,1,172,0,0,0,1,2,3,0,0,0,1,0,0,301,1,0,0,2,0,0,0,0,3,0,487,484
Mazowe,Mazowe Central,Mazowe RDC,9,Musarara Primary School,1500MAZ0904,5,288,1,0,0,0,0,6,1,0,0,0,0,0,319,7,1,0,0,0,0,0,0,6,1,634,628
,,,,4 Polling Stations,Ward Total,11,923,7,1,2,3,3,25,1,2,1,1,0,2,"1,283",12,3,2,4,3,4,1,1,38,1,"2,333","2,295"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe Central,Mazowe RDC,10,Bellrock Primary School,1500MAZ1001,2,225,3,0,0,2,2,7,0,0,0,0,0,0,430,2,1,0,2,0,1,2,0,7,0,686,679
Mazowe,Mazowe Central,Mazowe RDC,10,Goredema/Kakora Village Tent,1500MAZ1002,3,108,0,1,0,1,0,1,0,0,0,0,0,1,141,0,0,0,0,0,0,0,2,4,0,262,258
Mazowe,Mazowe Central,Mazowe RDC,10,Kakora Secondary School A,1500MAZ1003 A,1,317,0,0,1,0,0,7,0,0,0,0,0,3,496,1,0,1,1,0,0,0,1,20,1,849,829
Mazowe,Mazowe Central,Mazowe RDC,10,Kakora Secondary School B,1500MAZ1003 B,4,324,0,0,0,2,0,5,0,0,0,1,1,0,481,2,0,0,2,3,0,0,0,11,0,836,825
,,,,4 Polling Stations,Ward Total,10,974,3,1,1,5,2,20,0,0,0,1,1,4,"1,548",5,1,1,5,3,1,2,3,42,1,"2,633","2,591"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe Central,Mazowe RDC,11,Manomano Business Centre Tent,1500MAZ1101,1,264,8,0,0,9,0,5,1,0,0,0,0,1,533,5,0,3,4,1,0,2,1,10,0,848,838
Mazowe,Mazowe Central,Mazowe RDC,11,Mufuka Business Centre Tent,1500MAZ1102,3,140,1,0,1,3,0,4,1,0,1,0,0,0,602,2,1,3,1,0,0,0,1,29,0,793,764
Mazowe,Mazowe Central,Mazowe RDC,11,Nyachuru Secondary School A,1500MAZ1103 A,0,268,0,0,0,1,0,2,0,0,0,0,0,0,254,1,0,1,2,0,0,0,0,7,0,536,529
Mazowe,Mazowe Central,Mazowe RDC,11,Nyachuru Secondary School B,1500MAZ1103 B,1,255,1,0,0,1,1,3,1,0,1,0,1,0,243,0,0,0,1,0,0,0,3,8,0,520,512
,,,,4 Polling Stations,Ward Total,5,927,10,0,1,14,1,14,3,0,2,0,1,1,"1,632",8,1,7,8,1,0,2,5,54,0,"2,697","2,643"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe Central,Mazowe RDC,12,Godzi Business Centre Tent,1500MAZ1201,1,256,0,0,0,0,1,2,0,1,0,0,0,1,344,1,0,1,0,0,1,0,0,17,0,626,609
Mazowe,Mazowe Central,Mazowe RDC,12,Gweshe Business Centre Creche Tent A,1500MAZ1202 A,3,219,2,0,0,0,1,9,0,0,0,0,0,0,405,0,1,0,0,1,0,0,0,7,0,648,641
Mazowe,Mazowe Central,Mazowe RDC,12,Gweshe Business Centre Creche Tent B,1500MAZ1202 B,4,215,1,0,2,1,1,5,0,0,0,1,0,0,373,1,0,1,1,2,0,1,0,21,0,630,609
Mazowe,Mazowe Central,Mazowe RDC,12,Gweshe Secondary School A,1500MAZ1203 A,4,199,0,0,0,0,1,5,0,1,0,0,0,0,236,2,0,2,3,0,1,0,1,12,0,467,455
Mazowe,Mazowe Central,Mazowe RDC,12,Gweshe Secondary School B,1500MAZ1203 B,3,199,2,0,0,1,0,4,0,0,0,0,0,0,231,2,0,0,1,2,1,0,0,20,0,466,446
,,,,5 Polling Stations,Ward Total,15,"1,088",5,0,2,2,4,25,0,2,0,1,0,1,"1,589",6,1,4,5,5,3,1,1,77,0,"2,837","2,760"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe Central Constituency Total,,,,,,96,"7,085",46,5,11,53,21,145,11,9,7,6,3,20,"11,620",60,10,30,73,18,17,18,23,346,5,"19,733","19,387"
Mazowe,Mazowe North,Mazowe RDC,1,Bhobho Garande Primary School,1500MAZ0101,6,186,5,0,1,1,0,6,0,0,1,2,0,2,360,3,2,2,11,1,1,1,1,29,0,621,592
Mazowe,Mazowe North,Mazowe RDC,1,Goteka Primary School A,1500MAZ0102 A,3,131,2,0,1,2,1,1,0,2,0,0,0,1,360,2,1,1,1,1,1,0,0,17,0,528,511
Mazowe,Mazowe North,Mazowe RDC,1,Goteka Primary School B,1500MAZ0102 B,4,137,2,0,2,2,0,2,0,0,0,1,0,4,356,3,0,0,1,2,0,0,1,15,0,532,517
Mazowe,Mazowe North,Mazowe RDC,1,Gwingwizha Primary School,1500MAZ0103,2,69,1,0,0,0,0,2,0,0,0,0,0,0,207,3,0,0,0,1,0,1,0,6,0,292,286
,,,,4 Polling Stations,Ward  Total,15,523,10,0,4,5,1,11,0,2,1,3,0,7,"1,283",11,3,3,13,5,2,2,2,67,0,"1,973","1,906"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe North,Mazowe RDC,2,Chaona Primary School,1500MAZ0201,3,148,3,1,2,1,2,2,2,0,1,0,1,2,579,2,0,1,1,2,0,0,2,21,0,776,755
Mazowe,Mazowe North,Mazowe RDC,2,Chigwida Primary School,1500MAZ0202,6,42,2,0,0,1,0,0,0,1,0,0,0,0,423,3,1,0,2,0,0,0,0,7,0,488,481
