DISTRICT,CONSTITUENCY,LOCAL AUTHORITY,WARD NO,POLLING STATION,STATION CODE,Busha Joseph Makamba,Chamisa Nelson,Chikanga  Everisto Washington,Dzapasi Melbah ,Gava Peter Mapfumo ,Hlabangana Kwanele,Kasiyamhuru Blessing,Khupe Thokozani,Madhuku Lovemore,Mangoma Elton Steers,Manyika Noah Ngoni,Mapfumo Chiguvare Tonderayi Johannes Timothy,MARIYACHA Violet,Mhambi-Hove Divine,Mnangagwa Emmerson Dambudzo,Moyo Donald Nkosana ,Mteki Bryn Taurai,Mugadza Willard Tawonezvi,Mujuru Joice Teurai Ropa,Munyanduri Tenda Peter,MutinhirI Ambrose,Shumba Kuzozvirava Doniel,Wilson Peter Harry,Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Gwanda,Gwanda North,Gwanda RDC,9,Tshoboyi Primary School,2800GWA0903,4,126,2,0,3,0,1,10,1,0,0,0,0,1,254,1,2,1,0,1,1,2,1,21,0,432,411
Gwanda,Gwanda North,Gwanda RDC,10,Shape Primary School,2800GWA1001,0,36,0,0,1,0,0,2,0,0,0,0,0,1,40,1,0,0,0,1,0,0,0,0,0,82,82
Gwanda,Gwanda North,Gwanda RDC,11,Gobatema Primary School,2800GWA1101,1,59,1,0,0,3,1,6,2,1,0,0,0,0,125,2,0,1,0,2,1,2,0,2,0,209,207
Gwanda,Gwanda North,Gwanda RDC,11,Mandihongola Primary School,2800GWA1102,3,166,1,0,0,1,1,8,0,1,0,0,2,0,91,1,0,1,1,1,0,1,3,7,0,289,282
Gwanda,Gwanda North,Gwanda RDC,11,Ntalale Primary School,2800GWA1103,6,259,6,0,0,6,1,14,1,0,0,0,0,2,320,5,1,2,2,0,3,2,3,12,0,645,633
Gwanda,Gwanda North,Gwanda RDC,11,Nyambi Primary School,2800GWA1104,1,88,3,0,0,0,0,6,3,0,0,0,0,1,85,1,0,0,0,2,1,0,0,6,0,197,191
Gwanda,Gwanda North,Gwanda RDC,11,Tshongwe Primary School,2800GWA1105,4,84,1,0,1,2,0,6,0,0,0,0,1,1,79,0,0,0,1,1,0,1,0,4,0,186,182
Gwanda,Gwanda North,Gwanda RDC,11,Vela Primary School,2800GWA1106,0,67,4,0,0,2,1,0,0,0,0,0,0,0,35,0,0,0,0,1,0,1,0,4,0,115,111
Gwanda,Gwanda South,Gwanda RDC,12,Gungwe Primary School,2800GWA1201,3,320,5,0,1,7,3,14,1,0,0,1,1,1,302,4,2,2,1,1,3,2,2,4,0,680,676
Gwanda,Gwanda South,Gwanda RDC,12,Makokwe Primary School,2800GWA1202,3,190,2,0,1,4,1,34,0,2,1,0,1,3,206,2,1,5,2,2,1,3,2,15,0,481,466
Gwanda,Gwanda South,Gwanda RDC,12,Mawaza Primary School,2800GWA1203,4,213,4,1,0,0,1,27,0,1,0,0,0,1,132,3,0,1,0,2,0,0,1,13,0,404,391
Gwanda,Gwanda South,Gwanda RDC,12,Pelele Primary School,2800GWA1204,1,74,2,0,2,1,1,5,0,1,0,1,0,0,138,2,0,1,0,0,0,1,0,1,0,231,230
Gwanda,Gwanda South,Gwanda RDC,15,Dombo Primary School,2800GWA1501,0,112,1,0,0,2,1,5,0,0,0,0,0,1,225,1,0,0,1,0,1,3,1,3,0,357,354
Gwanda,Gwanda South,Gwanda RDC,15,Nkalange Primary School,2800GWA1502,2,138,7,0,2,4,2,3,2,0,0,1,0,2,301,4,2,1,1,2,2,3,3,9,0,491,482
Gwanda,Gwanda South,Gwanda RDC,15,Selonga Secondary School,2800GWA1503,2,315,6,0,1,4,4,17,2,3,2,0,0,2,298,4,2,2,1,1,2,1,2,8,0,679,671
Gwanda,Gwanda South,Gwanda RDC,16,Kafusi Primary School,2800GWA1601,1,105,1,0,1,0,1,6,0,0,0,0,0,0,117,0,2,1,2,2,1,0,3,0,0,243,243
Gwanda,Gwanda South,Gwanda RDC,16,Mafuku Primary School,2800GWA1602,2,113,0,1,1,2,2,9,0,0,0,0,2,1,142,5,0,1,1,1,0,1,3,4,0,291,287
Gwanda,Gwanda South,Gwanda RDC,16,Mapate Primary School,2800GWA1603,1,119,2,0,0,0,0,7,0,0,0,0,0,1,64,4,1,0,0,0,1,1,0,2,0,203,201
Gwanda,Gwanda South,Gwanda RDC,16,Matanangombe Primary School,2800GWA1604,1,125,2,0,0,1,0,6,0,0,0,0,0,0,84,1,0,1,1,0,1,0,0,0,0,223,223
Gwanda,Gwanda South,Gwanda RDC,16,Matulungundu Primary School,2800GWA1605,1,136,4,0,0,2,1,1,0,0,0,1,0,0,89,1,0,1,0,1,0,1,0,2,0,241,239
Gwanda,Gwanda South,Gwanda RDC,16,Zelezele Primary School,2800GWA1606,1,40,2,0,0,1,3,41,0,0,1,0,1,0,104,1,0,0,2,2,2,1,1,6,0,209,203
Gwanda,Gwanda South,Gwanda RDC,17,Bengo Primary School,2800GWA1701,5,226,4,0,0,2,1,21,1,0,1,1,2,1,275,4,0,1,2,2,0,1,1,11,0,562,551
Gwanda,Gwanda South,Gwanda RDC,17,Manama Hall,2800GWA1702,2,267,3,0,0,2,0,4,3,0,0,0,0,0,80,0,0,0,0,0,0,0,0,3,0,364,361
Gwanda,Gwanda South,Gwanda RDC,17,Manama Primary School,2800GWA1703,1,105,4,0,0,1,0,14,0,0,0,0,0,0,66,3,0,1,2,0,1,0,0,10,0,208,198
Gwanda,Gwanda South,Gwanda RDC,17,Mnyabetsi Primary School,2800GWA1704,2,129,5,0,0,1,1,7,1,1,0,0,0,0,62,1,1,0,0,0,0,1,0,3,0,215,212
Gwanda,Gwanda South,Gwanda RDC,17,Nhanha Primary School,2800GWA1705,7,166,2,1,1,2,1,9,0,0,0,0,0,2,258,2,1,2,0,1,0,1,3,9,0,468,459
Gwanda,Gwanda South,Gwanda RDC,18,Buvuma Primary School,2800GWA1801,1,350,1,0,1,4,1,32,0,1,0,0,0,1,237,6,0,6,2,2,1,3,0,17,0,666,649
Gwanda,Gwanda South,Gwanda RDC,18,Sukwe Primary School,2800GWA1802,1,173,4,0,1,2,2,7,2,0,1,0,1,1,307,2,4,0,1,1,1,0,0,15,0,526,511
Gwanda,Gwanda South,Gwanda RDC,18,Tshanyaugwe Primary School,2800GWA1803,1,85,0,0,0,2,1,3,0,0,0,0,1,0,419,3,0,0,2,1,4,1,1,10,1,534,524
Gwanda,Gwanda South,Gwanda RDC,19,Halisupi Primary School,2800GWA1901,3,190,0,0,2,0,0,10,3,2,0,0,0,0,205,3,0,1,0,0,1,1,1,6,0,428,422
Gwanda,Gwanda South,Gwanda RDC,19,Mashaba Primary School,2800GWA1902,1,105,0,2,1,0,1,7,0,0,0,1,0,1,172,0,0,1,1,2,0,1,0,4,0,300,296
Gwanda,Gwanda South,Gwanda RDC,19,Mlambapele Primary School,2800GWA1903,1,157,0,0,0,1,1,7,1,0,1,0,1,0,219,1,0,3,1,0,0,1,1,6,0,402,396
Gwanda,Gwanda South,Gwanda RDC,19,Takaliyawa Primary School,2800GWA1904,2,114,3,1,1,0,3,15,0,2,0,0,0,1,263,3,1,0,3,2,1,1,0,8,0,424,416
Gwanda,Gwanda South,Gwanda RDC,20,Mkhalipe Primary School,2800GWA2001,3,107,4,0,0,0,0,7,0,1,0,0,0,0,152,2,0,1,0,0,0,1,0,1,0,279,278
Gwanda,Gwanda South,Gwanda RDC,20,Mpaya Primary School,2800GWA2002,2,44,0,0,0,1,0,1,0,0,0,1,0,0,77,0,0,0,0,0,0,0,0,3,0,129,126
Gwanda,Gwanda South,Gwanda RDC,20,Ngoma Primary School,2800GWA2003,2,79,3,0,2,2,0,4,2,0,1,1,0,2,397,2,1,1,1,1,0,2,1,15,0,519,504
Gwanda,Gwanda South,Gwanda RDC,20,Seboza Primary School,2800GWA2004,2,114,2,1,0,1,2,3,0,2,0,0,0,0,216,1,0,0,0,0,0,0,0,8,0,352,344
Gwanda,Gwanda South,Gwanda RDC,20,Zenya Primary School,2800GWA2005,2,69,2,0,0,3,1,5,0,0,1,0,0,0,122,3,0,0,0,0,0,0,0,3,0,211,208
Gwanda,Gwanda South,Gwanda RDC,24,Nhwali Secondary School,2800GWA2401,2,204,6,0,3,1,0,8,0,0,1,0,2,2,264,3,2,0,1,1,0,0,1,5,0,506,501
Gwanda,Gwanda South,Gwanda RDC,24,Patana Primary School,2800GWA2402,1,108,1,0,1,0,0,4,1,0,1,0,0,0,126,2,0,0,0,1,0,1,0,5,0,252,247
Gwanda,Gwanda South,Gwanda RDC,24,Sithakeni Primary School,2800GWA2403,0,35,0,0,0,1,0,1,0,0,0,0,0,0,162,0,0,0,2,0,1,0,1,3,0,206,203
Insiza,Insiza North,Insiza RDC,10,Gwatemba Hall,2100INZ1001,1,127,1,0,0,2,1,6,0,1,0,0,0,0,79,1,0,1,0,1,0,0,1,3,0,225,222
Insiza,Insiza North,Insiza RDC,10,Gwatemba Primary School,2100INZ1002,1,25,1,0,0,1,0,1,0,0,0,0,0,0,24,0,1,2,0,0,0,1,0,1,0,58,57
Insiza,Insiza North,Insiza RDC,10,Malole Primary School,2100INZ1003,1,37,0,0,2,0,4,2,0,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,0,96,96
Insiza,Insiza North,Insiza RDC,10,Mazhabazha Primary School,2100INZ1004,0,70,1,0,0,3,1,2,0,0,0,0,0,0,27,1,1,1,1,0,0,1,0,2,0,111,109
Insiza,Insiza North,Insiza RDC,10,Mwele Primary School,2100INZ1005,1,83,4,0,1,1,0,0,0,0,0,0,0,0,56,0,2,0,0,0,0,2,0,1,0,151,150
Insiza,Insiza North,Insiza RDC,13,Alpha Primary School,2100INZ1301,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,25,25
Insiza,Insiza North,Insiza RDC,13,Debshan Primary School,2100INZ1302,1,55,1,0,0,1,0,2,0,0,1,0,0,0,256,2,1,0,1,1,2,1,1,4,0,330,326
Insiza,Insiza North,Insiza RDC,13,Ebley Primary School,2100INZ1303,2,37,3,0,2,0,1,0,0,0,0,0,0,0,177,0,0,0,0,1,1,0,0,5,0,229,224
Insiza,Insiza North,Insiza RDC,13,Goedgedacht Homestead Tent,2100INZ1304,0,5,0,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,1,0,0,0,0,3,0,78,75
Insiza,Insiza North,Insiza RDC,13,Pioneer Primary School,2100INZ1305,1,51,3,2,1,2,1,6,0,1,1,1,0,3,279,1,2,1,2,1,0,2,1,8,0,370,362
Insiza,Insiza North,Insiza RDC,13,Rangemore Primary School,2100INZ1306,4,92,2,1,1,0,1,5,0,0,1,1,0,3,126,1,0,2,0,0,0,1,2,8,0,251,243
Insiza,Insiza North,Insiza RDC,13,St Theresa Primary School,2100INZ1307,0,15,0,1,0,1,0,3,0,1,0,0,0,1,115,0,0,0,0,0,1,0,0,1,0,139,138
Insiza,Insiza North,Insiza RDC,14,Claymont Mine Tent,2100INZ1401,0,76,2,1,0,1,1,0,0,1,0,0,0,0,123,4,0,0,0,1,0,0,0,1,0,211,210
Insiza,Insiza North,Insiza RDC,14,Fort Rixon Hall,2100INZ1402,0,57,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2,0,109,107
Insiza,Insiza North,Insiza RDC,14,New Business Centre Tent,2100INZ1403,2,38,1,0,0,5,1,4,1,2,0,0,0,1,327,1,0,2,0,0,1,1,0,15,0,402,387
Insiza,Insiza North,Insiza RDC,14,St Johns Primary School,2100INZ1404,0,42,0,0,0,0,0,1,0,0,0,0,1,0,30,1,0,0,0,0,1,0,0,1,0,77,76
Insiza,Insiza North,Insiza RDC,15,Filabusi Government Primary School A,2100INZ1501 A,1,344,1,0,0,4,0,2,0,0,0,0,0,0,228,2,0,1,2,2,1,0,0,6,0,594,588
Insiza,Insiza North,Insiza RDC,15,Filabusi Government Primary School B,2100INZ1501 B,1,341,3,0,0,0,0,12,0,10,2,2,0,0,208,3,1,1,0,1,1,0,0,6,0,592,586
Insiza,Insiza North,Insiza RDC,15,Indutshwa Farm Tent,2100INZ1502,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,29,29
Insiza,Insiza North,Insiza RDC,15,Mthwakazi Hall A,2100INZ1503 A,0,335,0,0,0,5,1,3,0,1,0,0,0,1,174,2,0,0,1,0,0,0,0,7,0,530,523
Insiza,Insiza North,Insiza RDC,15,Mthwakazi Hall B,2100INZ1503 B,0,337,1,0,0,6,0,3,0,0,1,0,0,0,156,2,0,0,0,0,0,0,0,4,0,510,506
Insiza,Insiza North,Insiza RDC,15,Thuthuka Business Centre Tent,2100INZ1504,0,19,0,0,0,2,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,41,41
Insiza,Insiza North,Insiza RDC,16,Amazon Primary School,2100INZ1601,1,106,2,0,1,5,2,3,0,0,1,0,1,1,373,3,2,1,0,0,1,0,0,6,0,509,503
Insiza,Insiza North,Insiza RDC,16,Gcabayi Primary School,2100INZ1602,2,90,0,0,0,0,1,2,0,0,1,2,0,1,146,0,1,0,0,0,0,0,0,8,0,254,246
Insiza,Insiza North,Insiza RDC,16,Mosenthals Homestead Tent,2100INZ1603,0,23,1,0,0,7,0,1,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,1,0,181,180
Insiza,Insiza North,Insiza RDC,16,Mzingwane Primary School,2100INZ1604,1,14,0,0,0,2,1,0,0,1,0,0,0,0,124,0,0,0,0,0,0,0,0,4,0,147,143
Insiza,Insiza North,Insiza RDC,17,Bolo Primary School,2100INZ1701,4,34,4,1,1,1,1,1,0,0,1,0,0,0,180,0,1,0,0,1,2,1,1,3,0,237,234
Insiza,Insiza North,Insiza RDC,17,Lynwoods Resettlement Tent,2100INZ1702,0,78,0,0,0,0,0,0,0,1,0,0,0,1,74,1,1,0,0,0,0,0,0,4,0,160,156
Insiza,Insiza North,Insiza RDC,17,Nkankezi Primary School,2100INZ1703,2,214,4,0,2,2,1,14,1,1,1,2,1,1,203,2,1,4,1,0,0,1,3,7,0,468,461
Insiza,Insiza North,Insiza RDC,17,Sukasihambe Primary School,2100INZ1704,0,44,1,0,1,1,0,1,0,0,0,0,0,1,256,1,0,1,0,1,1,2,0,8,0,319,311
Insiza,Insiza North,Insiza RDC,17,Tombo Primary School,2100INZ1705,1,106,3,0,0,1,0,4,0,0,0,0,0,0,188,2,0,1,0,0,0,0,0,8,0,314,306
Insiza,Insiza North,Insiza RDC,17,Tshunkunyane Primary School,2100INZ1706,3,41,0,0,0,3,0,2,1,1,0,0,1,0,169,2,0,0,1,0,4,0,1,3,0,232,229
Insiza,Insiza North,Insiza RDC,17,Village 22 Killarney Tent,2100INZ1707,2,42,1,0,0,0,1,4,0,0,0,2,0,0,119,2,1,0,0,0,1,0,0,2,0,177,175
Insiza,Insiza North,Insiza RDC,18,Fort Rixon Secondary School,2100INZ1801,2,156,2,0,0,1,0,5,1,1,0,0,0,1,50,1,0,1,0,0,0,0,1,3,0,225,222
Insiza,Insiza North,Insiza RDC,18,Inyozane Primary School,2100INZ1802,4,106,2,0,0,1,0,3,0,0,0,0,1,0,110,0,2,1,0,3,1,1,0,11,0,246,235
Insiza,Insiza North,Insiza RDC,18,Mqolweni Primary School,2100INZ1803,5,197,4,0,2,3,4,24,1,1,0,1,4,2,189,2,1,3,1,3,2,2,2,6,0,459,453
Insiza,Insiza North,Insiza RDC,18,Nhlanhla Primary School,2100INZ1804,1,100,0,0,0,1,2,7,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,7,0,167,160
Insiza,Insiza North,Insiza RDC,19,Montrose 7 Homestead Tent,2100INZ1901,0,28,1,0,1,1,0,4,0,0,1,0,0,2,239,1,0,0,0,0,0,0,2,5,0,285,280
Insiza,Insiza North,Insiza RDC,19,Nkwalini Primary School,2100INZ1902,5,140,5,0,0,4,2,7,0,0,2,0,0,0,176,1,0,1,0,0,0,1,0,0,0,344,344
Insiza,Insiza North,Insiza RDC,19,Papama Primary School,2100INZ1903,4,160,2,1,0,2,5,11,0,0,0,0,0,1,226,2,0,0,1,3,3,2,4,11,0,438,427
Insiza,Insiza North,Insiza RDC,19,Scooter Business Centre Tent,2100INZ1904,8,178,7,1,3,4,3,8,2,1,0,0,1,1,279,3,5,3,1,2,4,1,1,5,0,521,516
Insiza,Insiza North,Insiza RDC,19,Shamba Homestead Tent,2100INZ1905,2,146,3,1,0,3,1,4,0,0,0,0,0,2,205,1,0,2,1,1,1,0,0,11,0,384,373
Insiza,Insiza North,Insiza RDC,19,Wanezi Mission,2100INZ1906,5,104,2,0,1,2,2,13,0,0,0,0,1,0,175,0,0,1,0,0,0,1,0,4,0,311,307
Insiza,Insiza North,Insiza RDC,20,Mpopoti Primary School,2100INZ2001,3,34,0,1,1,1,1,2,0,0,0,0,0,1,619,3,1,1,1,1,1,0,0,4,0,675,671
Insiza,Insiza North,Insiza RDC,20,Mthwakazi A Primary School,2100INZ2002,0,40,1,1,1,1,1,0,1,0,0,0,0,0,541,0,1,0,0,0,1,0,0,4,0,593,589
Insiza,Insiza North,Insiza RDC,20,Mthwakazi B Primary School,2100INZ2003,1,32,2,0,0,1,0,0,0,0,0,0,0,0,556,0,2,1,0,1,2,0,0,9,0,607,598
Insiza,Insiza North,Insiza RDC,20,Mulula Resettlement Tent,2100INZ2004,0,111,0,0,0,1,0,17,0,1,0,0,0,0,90,3,4,1,0,1,0,0,2,2,0,233,231
Insiza,Insiza North,Insiza RDC,20,Sinqobile Primary School,2100INZ2005,3,47,1,1,0,2,3,1,4,1,2,0,0,1,338,5,1,3,3,1,2,0,0,13,0,432,419
Insiza,Insiza North,Insiza RDC,20,Thokozani Primary School,2100INZ2006,2,100,0,0,0,1,0,5,0,2,0,0,0,2,148,1,1,0,0,0,0,0,0,4,0,266,262
Insiza,Insiza North,Insiza RDC,20,Zishamba Primary School,2100INZ2007,1,144,5,1,1,1,2,3,3,1,0,2,0,1,390,1,1,1,1,2,1,1,0,18,0,581,563
Insiza,Insiza North,Insiza RDC,21,Garawafamba Pre-School Tent,2100INZ2101,0,28,2,0,0,1,0,1,0,1,0,0,0,0,517,0,0,0,0,1,0,0,0,10,0,561,551
Insiza,Insiza North,Insiza RDC,21,Gwamanyanga A Primary School,2100INZ2102,0,6,0,0,0,0,0,0,0,0,1,0,0,0,88,0,0,0,0,0,0,0,0,1,0,96,95
Insiza,Insiza North,Insiza RDC,21,Gwamanyanga B Primary School A,2100INZ2103 A,0,30,1,0,0,1,0,0,0,1,0,0,0,2,419,0,1,0,0,0,0,0,0,3,0,458,455
Insiza,Insiza North,Insiza RDC,21,Gwamanyanga B Primary School B,2100INZ2103 B,1,27,1,0,0,0,0,1,0,0,1,0,0,0,416,0,1,1,0,0,1,1,2,3,0,456,453
Insiza,Insiza North,Insiza RDC,21,Mpalawani Primary School,2100INZ2104,0,61,2,0,0,1,0,1,0,0,0,0,0,0,534,0,2,0,0,1,0,0,0,9,0,611,602
Insiza,Insiza North,Insiza RDC,21,Sindeni Pre-School Tent,2100INZ2105,3,38,1,0,0,1,0,3,1,0,0,0,0,0,223,1,0,0,0,0,0,0,0,6,0,277,271
Insiza,Insiza North,Insiza RDC,22,Ensangu Primary School,2100INZ2201,4,145,5,0,0,1,0,5,0,1,1,1,5,1,456,4,3,1,2,1,0,4,4,5,0,649,644
Insiza,Insiza North,Insiza RDC,22,Lochard Primary School,2100INZ2202,1,67,1,1,0,2,0,4,1,0,2,0,0,1,175,0,1,0,1,0,2,1,0,4,0,264,260
Insiza,Insiza North,Insiza RDC,22,Shangani Secondary School,2100INZ2203,3,61,0,0,0,0,0,3,0,0,0,0,1,0,136,1,1,1,0,0,0,0,1,2,0,210,208
Insiza,Insiza North,Insiza RDC,22,Siyazama Primary School,2100INZ2204 ,3,174,3,0,0,1,2,8,1,1,0,1,1,1,316,3,2,4,2,0,2,0,1,11,0,537,526
Insiza,Insiza North,Insiza RDC,22,St Lucy Primary School,2100INZ2205,3,346,4,0,1,2,0,20,0,0,1,1,1,2,335,3,1,4,1,3,3,0,2,14,0,747,733
Insiza,Insiza North,Insiza RDC,23,Albany Homestead Tent,2100INZ2301,1,15,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,1,0,51,50
Insiza,Insiza North,Insiza RDC,23,Pezulu Primary School,2100INZ2302,0,55,1,0,0,0,0,4,0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,10,0,135,125
Insiza,Insiza North,Insiza RDC,23,Rusibe Primary School,2100INZ2303,0,37,1,0,0,1,1,2,0,0,0,0,0,0,60,1,1,0,0,0,0,1,0,0,0,105,105
Insiza,Insiza North,Insiza RDC,23,Shangani Mine Hall,2100INZ2304,3,309,3,0,0,1,1,3,0,0,0,0,0,0,211,1,1,0,1,1,1,0,0,5,0,541,536
Insiza,Insiza North,Insiza RDC,23,T M Pagama Primary School,2100INZ2305,4,319,1,2,0,1,0,14,2,0,0,0,0,2,244,1,3,1,2,2,3,2,0,12,0,615,603
Insiza,Insiza South,Insiza RDC,1,G B 3 Primary School,2100INZ0101,4,144,2,0,1,3,0,10,0,2,0,0,1,2,134,1,2,4,1,1,0,4,1,7,0,324,317
Insiza,Insiza South,Insiza RDC,1,St Matthews Primary School,2100INZ0102,3,304,3,1,2,9,2,17,0,0,0,0,0,1,302,9,2,7,1,0,4,1,1,11,0,680,669
Insiza,Insiza South,Insiza RDC,1,Tshazi Primary School,2100INZ0103,3,177,0,0,1,3,1,2,0,0,1,0,0,0,162,1,2,1,3,1,3,0,0,7,0,368,361
Insiza,Insiza South,Insiza RDC,2,Msithi Primary School A,2100INZ0201 A,1,138,5,0,1,3,0,3,1,0,0,1,0,0,307,2,0,1,0,3,2,1,0,4,0,473,469
Insiza,Insiza South,Insiza RDC,2,Msithi Primary School B,2100INZ0201 B,6,128,7,2,0,2,3,9,0,0,0,0,0,0,273,4,0,1,0,1,3,0,0,7,0,446,439
Insiza,Insiza South,Insiza RDC,2,Filabusi B Primary School,2100INZ0202,5,196,9,0,0,6,2,5,1,0,2,0,1,3,376,2,4,2,1,1,6,0,0,14,0,636,622
Insiza,Insiza South,Insiza RDC,3,Chief Sibasa Hall,2100INZ0301,0,116,2,0,0,4,1,7,0,0,0,0,0,0,104,0,2,0,1,0,0,0,0,2,0,239,237
Insiza,Insiza South,Insiza RDC,3,Ndola Primary School,2100INZ0302,0,182,2,0,0,4,0,4,0,0,0,0,0,1,60,2,0,0,0,0,2,0,0,7,0,264,257
Insiza,Insiza South,Insiza RDC,3,Nyamime Primary School,2100INZ0303,3,99,2,0,1,2,0,9,1,0,0,0,0,0,108,3,1,0,2,1,0,1,0,1,0,234,233
Insiza,Insiza South,Insiza RDC,3,Singwango No 2 Primary School,2100INZ0304,5,201,2,1,1,0,1,26,0,0,1,0,1,1,98,3,0,0,2,0,0,0,1,5,0,349,344
Insiza,Insiza South,Insiza RDC,3,Singwango Secondary School,2100INZ0305,1,425,2,0,2,20,2,10,1,1,0,1,0,0,136,2,0,1,3,1,0,1,1,3,0,613,610
Insiza,Insiza South,Insiza RDC,4,Edwaleni Tent,2100INZ0401,1,82,3,0,1,0,1,7,0,0,1,1,0,1,144,2,0,1,0,0,0,0,0,3,0,248,245
Insiza,Insiza South,Insiza RDC,4,Lubuze Secondary School,2100INZ0402,3,162,1,0,2,1,0,8,0,0,0,0,0,0,183,2,0,1,0,1,1,2,1,5,0,373,368
Insiza,Insiza South,Insiza RDC,4,Mleja Primary School,2100INZ0403,3,200,5,0,2,12,1,12,0,0,1,0,0,5,155,3,1,2,2,4,1,1,0,13,0,423,410
Insiza,Insiza South,Insiza RDC,4,Vumangwe Primary School,2100INZ0404,1,128,1,1,0,4,0,7,0,0,1,0,0,0,85,1,0,3,0,0,1,1,1,1,0,236,235
Insiza,Insiza South,Insiza RDC,5,Insiza Primary School,2100INZ0501,1,90,0,0,0,3,0,7,0,1,0,1,2,1,116,3,3,0,4,1,1,2,0,1,0,237,236
Insiza,Insiza South,Insiza RDC,5,Sababa Primary School,2100INZ0502,3,114,1,1,0,1,0,6,0,0,0,0,0,1,155,0,0,0,2,0,1,0,0,4,0,289,285
Insiza,Insiza South,Insiza RDC,5,Sidzibe Primary School,2100INZ0503,1,191,1,0,1,3,0,8,0,2,1,2,1,0,173,1,2,2,9,1,1,0,2,9,0,411,402
Insiza,Insiza South,Insiza RDC,6,Artherstone Primary School,2100INZ0601,0,15,0,0,0,0,2,1,0,0,0,0,0,0,89,0,0,0,0,0,0,1,0,1,0,109,108
Insiza,Insiza South,Insiza RDC,6,Mabuze Primary School,2100INZ0602,1,75,3,0,1,2,1,6,0,0,0,1,0,0,201,1,0,2,0,1,1,0,0,2,0,298,296
Insiza,Insiza South,Insiza RDC,6,Mbaulo Primary School,2100INZ0603,3,94,3,1,4,4,0,5,1,1,0,0,0,0,179,1,0,2,5,0,1,1,0,6,0,311,305
Insiza,Insiza South,Insiza RDC,6,Siwazi Primary School,2100INZ0604,1,111,2,0,0,1,1,5,0,0,0,0,0,2,143,2,1,3,2,1,1,0,2,2,0,280,278
Insiza,Insiza South,Insiza RDC,7,Mbembesi Primary School,2100INZ0701,2,94,1,0,1,2,0,5,1,0,0,0,0,0,124,2,0,1,1,0,1,0,0,8,0,243,235
Insiza,Insiza South,Insiza RDC,7,Mkwabeni Primary School,2100INZ0702,2,210,6,0,0,3,0,11,0,0,1,0,0,1,200,5,0,2,3,2,1,0,1,7,0,455,448
Insiza,Insiza South,Insiza RDC,7,Singwambizi Primary School,2100INZ0703,7,120,0,0,0,3,2,8,0,0,0,0,0,2,153,3,0,1,0,3,2,1,2,8,0,315,307
Insiza,Insiza South,Insiza RDC,8,Gumbalo Primary School,2100INZ0801,1,34,2,0,0,0,1,2,0,1,0,0,0,0,48,1,0,1,0,1,0,0,0,1,0,93,92
Insiza,Insiza South,Insiza RDC,8,Mthangala Primary School,2100INZ0802,0,36,1,0,0,0,0,3,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,1,0,95,94
Insiza,Insiza South,Insiza RDC,8,Zhombili Primary School,2100INZ0803,1,24,0,0,0,0,0,1,1,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,46,46
Insiza,Insiza South,Insiza RDC,9,Gumbalo Secondary School,2100INZ0901,1,176,4,0,1,12,8,9,0,3,0,2,0,0,431,2,0,1,3,2,2,1,2,15,0,675,660
Insiza,Insiza South,Insiza RDC,9,Gwabila Primary School,2100INZ0902,2,251,3,0,1,10,3,9,1,0,2,0,0,1,289,2,1,1,2,2,1,5,3,1,0,590,589
Insiza,Insiza South,Insiza RDC,9,Mazeya Primary School,2100INZ0903,2,101,1,0,0,3,1,4,0,0,1,0,0,0,161,2,0,0,1,1,0,1,0,3,0,282,279
Insiza,Insiza South,Insiza RDC,11,Mbokodo Primary School,2100INZ1101,1,44,1,0,0,1,1,1,0,0,0,1,1,0,51,0,0,0,1,0,1,0,0,1,0,105,104
Insiza,Insiza South,Insiza RDC,11,Ntunte Primary School,2100INZ1102,0,151,2,1,0,1,0,5,0,0,0,0,0,0,130,0,0,1,2,0,1,1,0,0,0,295,295
Insiza,Insiza South,Insiza RDC,11,Zhampale Primary School,2100INZ1103,1,153,0,0,0,2,2,9,0,1,0,0,1,0,96,2,0,1,2,0,1,0,0,3,0,274,271
Insiza,Insiza South,Insiza RDC,12,Avoca Primary School,2100INZ1201,2,215,3,0,1,5,1,8,0,0,0,1,0,0,166,2,0,0,1,0,0,0,0,4,0,409,405
Insiza,Insiza South,Insiza RDC,12,Dekezi Primary School,2100INZ1202,1,154,2,0,0,18,0,4,1,0,0,0,0,0,89,4,0,1,0,1,0,0,0,0,0,275,275
